"sample_id","sample_id_metaphlan","study_readable","species","gender","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"F-50184017-003S_HPN2131_S494","F-50184017-003S_HPN2131_S494","Cross-sectional Study1","dog","Female",1.06,5.4,"No","No","Hill's","Facility"
"F-50184019-003S_HPN2131_S474","F-50184019-003S_HPN2131_S474","Cross-sectional Study1","dog","Female",0.29,2.2,"No","No","Hill's","Facility"
"F-50184020-003S_HPN2131_S480","F-50184020-003S_HPN2131_S480","Cross-sectional Study1","dog","Female",0.56,3.5,"No","No","Hill's","Facility"
"F-50184021-003S_HPN2131_S476","F-50184021-003S_HPN2131_S476","Cross-sectional Study1","dog","Female",0.29,2.7,"No","No","Hill's","Facility"
"F-50184022-003S_HPN2131_S482","F-50184022-003S_HPN2131_S482","Cross-sectional Study1","dog","Female",0.54,4.5,"No","No","Hill's","Facility"
"F-50184023-003S_HPN2131_S488","F-50184023-003S_HPN2131_S488","Cross-sectional Study1","dog","Female",0.79,5.2,"No","No","Hill's","Facility"
"F-50184024-003S_HPN2131_S484","F-50184024-003S_HPN2131_S484","Cross-sectional Study1","dog","Female",0.78,4.1,"No","No","Hill's","Facility"
"F-50184025-003S_HPN2131_S490","F-50184025-003S_HPN2131_S490","Cross-sectional Study1","dog","Female",1.04,4.3,"No","No","Hill's","Facility"
"F-50184027-003S_HPN2131_S527","F-50184027-003S_HPN2131_S527","Cross-sectional Study1","dog","Female",1,7.8,"No","No","Hill's","Facility"
"F-50184028-003S_HPN2131_S532","F-50184028-003S_HPN2131_S532","Cross-sectional Study1","dog","Female",1.26,8.4,"No","No","Hill's","Facility"
"F-50184030-003S_HPN2131_S531","F-50184030-003S_HPN2131_S531","Cross-sectional Study1","dog","Female",1.26,5.6,"No","No","Hill's","Facility"
"F-50184032-003S_HPN2131_S517","F-50184032-003S_HPN2131_S517","Cross-sectional Study1","dog","Female",0.5,6.6,"No","No","Hill's","Facility"
"F-50184033-003S_HPN2131_S522","F-50184033-003S_HPN2131_S522","Cross-sectional Study1","dog","Female",0.75,7.6,"No","No","Hill's","Facility"
"F-50184034-003S_HPN2131_S516","F-50184034-003S_HPN2131_S516","Cross-sectional Study1","dog","Female",0.5,5.2,"No","No","Hill's","Facility"
"F-50184035-003S_HPN2131_S521","F-50184035-003S_HPN2131_S521","Cross-sectional Study1","dog","Female",0.75,5.6,"No","No","Hill's","Facility"
"F-50184036-003S_HPN2131_S526","F-50184036-003S_HPN2131_S526","Cross-sectional Study1","dog","Female",1,5.3,"No","No","Hill's","Facility"
"F-50184037-003S_HPN2131_S533","F-50184037-003S_HPN2131_S533","Cross-sectional Study1","dog","Male",1.26,7.7,"No","No","Hill's","Facility"
"F-50184039-003S_HPN2131_S518","F-50184039-003S_HPN2131_S518","Cross-sectional Study1","dog","Male",0.5,6.5,"No","No","Hill's","Facility"
"F-50184040-003S_HPN2131_S523","F-50184040-003S_HPN2131_S523","Cross-sectional Study1","dog","Male",0.75,7.5,"No","No","Hill's","Facility"
"F-50184041-003S_HPN2131_S528","F-50184041-003S_HPN2131_S528","Cross-sectional Study1","dog","Male",1,8,"No","No","Hill's","Facility"
"F-50184042-003S_HPN2131_S529","F-50184042-003S_HPN2131_S529","Cross-sectional Study1","dog","Male",1,7.1,"No","No","Hill's","Facility"
"F-50184043-003S_HPN2131_S534","F-50184043-003S_HPN2131_S534","Cross-sectional Study1","dog","Male",1.26,7.2,"No","No","Hill's","Facility"
"F-50184045-003S_HPN2131_S535","F-50184045-003S_HPN2131_S535","Cross-sectional Study1","dog","Male",1.26,7.4,"No","No","Hill's","Facility"
"F-50184047-003S_HPN2131_S519","F-50184047-003S_HPN2131_S519","Cross-sectional Study1","dog","Male",0.5,6.2,"No","No","Hill's","Facility"
"F-50184048-003S_HPN2131_S524","F-50184048-003S_HPN2131_S524","Cross-sectional Study1","dog","Male",0.75,7.2,"No","No","Hill's","Facility"
"F-50184049-003S_HPN2131_S520","F-50184049-003S_HPN2131_S520","Cross-sectional Study1","dog","Male",0.51,6.6,"No","No","Hill's","Facility"
"F-50184050-003S_HPN2131_S525","F-50184050-003S_HPN2131_S525","Cross-sectional Study1","dog","Male",0.76,7.5,"No","No","Hill's","Facility"
"F-50184051-003S_HPN2131_S530","F-50184051-003S_HPN2131_S530","Cross-sectional Study1","dog","Male",1.01,7.8,"No","No","Hill's","Facility"
"F-50186576-003S_HPN2131_S539","F-50186576-003S_HPN2131_S539","Cross-sectional Study1","dog","Male",0.27,2.8,"No","Yes","Hill's","Facility"
"F-50186577-003S_HPN2131_S546","F-50186577-003S_HPN2131_S546","Cross-sectional Study1","dog","Male",0.52,5.2,"No","Yes","Hill's","Facility"
"F-50186578-003S_HPN2131_S542","F-50186578-003S_HPN2131_S542","Cross-sectional Study1","dog","Female",0.27,2.7,"No","Yes","Hill's","Facility"
"F-50186579-003S_HPN2131_S549","F-50186579-003S_HPN2131_S549","Cross-sectional Study1","dog","Female",0.53,4.9,"Yes","Yes","Hill's","Facility"
"F-50186580-003S_HPN2131_S556","F-50186580-003S_HPN2131_S556","Cross-sectional Study1","dog","Female",0.77,5.4,"No","Yes","Hill's","Facility"
"F-50186581-003S_HPN2131_S554","F-50186581-003S_HPN2131_S554","Cross-sectional Study1","dog","Male",0.76,5.6,"No","Yes","Hill's","Facility"
"F-50186586-003S_HPN2131_S540","F-50186586-003S_HPN2131_S540","Cross-sectional Study1","dog","Male",0.27,3.4,"No","Yes","Hill's","Facility"
"F-50186587-003S_HPN2131_S547","F-50186587-003S_HPN2131_S547","Cross-sectional Study1","dog","Male",0.52,5.5,"No","Yes","Hill's","Facility"
"F-50186588-003S_HPN2131_S541","F-50186588-003S_HPN2131_S541","Cross-sectional Study1","dog","Male",0.27,2.4,"No","Yes","Hill's","Facility"
"F-50186589-003S_HPN2131_S548","F-50186589-003S_HPN2131_S548","Cross-sectional Study1","dog","Male",0.52,3.5,"No","Yes","Hill's","Facility"
"F-50186590-003S_HPN2131_S555","F-50186590-003S_HPN2131_S555","Cross-sectional Study1","dog","Male",0.77,3.8,"No","Yes","Hill's","Facility"
"F-50186593-003S_HPN2131_S537","F-50186593-003S_HPN2131_S537","Cross-sectional Study1","dog","Male",0.27,2,"No","Yes","Hill's","Facility"
"F-50186594-003S_HPN2131_S544","F-50186594-003S_HPN2131_S544","Cross-sectional Study1","dog","Male",0.52,3,"No","Yes","Hill's","Facility"
"F-50186595-003S_HPN2131_S551","F-50186595-003S_HPN2131_S551","Cross-sectional Study1","dog","Male",0.77,3.3,"No","Yes","Hill's","Facility"
"F-50186596-003S_HPN2131_S550","F-50186596-003S_HPN2131_S550","Cross-sectional Study1","dog","Female",0.78,3.7,"No","Yes","Hill's","Facility"
"F-50186601-003S_HPN2131_S536","F-50186601-003S_HPN2131_S536","Cross-sectional Study1","dog","Female",0.27,2.1,"No","Yes","Hill's","Facility"
"F-50186602-003S_HPN2131_S543","F-50186602-003S_HPN2131_S543","Cross-sectional Study1","dog","Female",0.52,3.6,"No","Yes","Hill's","Facility"
"F-50186603-003S_HPN2131_S538","F-50186603-003S_HPN2131_S538","Cross-sectional Study1","dog","Female",0.28,3.2,"No","Yes","Hill's","Facility"
"F-50186604-003S_HPN2131_S545","F-50186604-003S_HPN2131_S545","Cross-sectional Study1","dog","Female",0.52,4.1,"Yes","Yes","Hill's","Facility"
"F-50186605-003S_HPN2131_S552","F-50186605-003S_HPN2131_S552","Cross-sectional Study1","dog","Female",0.77,4.8,"No","Yes","Hill's","Facility"
"F-50186606-003S_HPN2131_S553","F-50186606-003S_HPN2131_S553","Cross-sectional Study1","dog","Male",0.77,6,"No","Yes","Hill's","Facility"
"F-50194231-003S_HPN2131_S558","F-50194231-003S_HPN2131_S558","Cross-sectional Study1","dog","Male",0.5,6.4,"No","No","Hill's","Facility"
"F-50194233-003S_HPN2131_S557","F-50194233-003S_HPN2131_S557","Cross-sectional Study1","dog","Female",0.5,6,"No","No","Hill's","Facility"
"F-50198301-003S_HPN2131_S561","F-50198301-003S_HPN2131_S561","Cross-sectional Study1","dog","Female",0.26,4.8,"No","No","Hill's","Facility"
"F-50198304-003S_HPN2131_S562","F-50198304-003S_HPN2131_S562","Cross-sectional Study1","dog","Male",0.26,3.7,"No","No","Hill's","Facility"
"F-50198306-003S_HPN2131_S563","F-50198306-003S_HPN2131_S563","Cross-sectional Study1","dog","Male",0.28,2.1,"No","No","Hill's","Facility"
"F-50198316-003S_HPN2131_S559","F-50198316-003S_HPN2131_S559","Cross-sectional Study1","dog","Female",0.26,2.3,"No","No","Hill's","Facility"
"F-50198318-003S_HPN2131_S560","F-50198318-003S_HPN2131_S560","Cross-sectional Study1","dog","Female",0.27,2.1,"No","No","Hill's","Facility"
"F-50199489-003S_HPN2131_S566","F-50199489-003S_HPN2131_S566","Cross-sectional Study1","dog","Male",0.24,1.6,"No","No","Hill's","Facility"
"F-50199497-003S_HPN2131_S564","F-50199497-003S_HPN2131_S564","Cross-sectional Study1","dog","Female",0.24,1.7,"No","No","Hill's","Facility"
"F-50199499-003S_HPN2131_S565","F-50199499-003S_HPN2131_S565","Cross-sectional Study1","dog","Male",0.24,1.7,"No","No","Hill's","Facility"
"F-50201044-003S_CP04054_S133_L004","F-50201044-003S_CP04054_S133_L004","DietInt Study2","cat","Female",5.32,3.84,"No","Yes","Hill's","Facility"
"F-50201048-003S_CP04054_S129_L004","F-50201048-003S_CP04054_S129_L004","DietInt Study2","cat","Male",5.16,7.36,"No","Yes","Hill's","Facility"
"F-50201050-003S_CP04054_S164_L004","F-50201050-003S_CP04054_S164_L004","DietInt Study2","cat","Male",5.25,7.05,"No","Yes","Hill's","Facility"
"F-50201052-003S_CP04054_S136_L004","F-50201052-003S_CP04054_S136_L004","DietInt Study2","cat","Male",6.87,6.11,"No","Yes","Hill's","Facility"
"F-50201054-003S_CP04054_S173_L004","F-50201054-003S_CP04054_S173_L004","DietInt Study2","cat","Male",6.97,6.11,"No","Yes","Hill's","Facility"
"F-50201056-003S_CP04054_S140_L004","F-50201056-003S_CP04054_S140_L004","DietInt Study2","cat","Male",13.72,6.17,"No","Yes","Hill's","Facility"
"F-50201060-003S_CP04054_S141_L004","F-50201060-003S_CP04054_S141_L004","DietInt Study2","cat","Female",12.07,5.08,"No","Yes","Hill's","Facility"
"F-50201062-003S_CP04054_S175_L004","F-50201062-003S_CP04054_S175_L004","DietInt Study2","cat","Female",12.17,4.99,"No","Yes","Hill's","Facility"
"F-50201064-003S_CP04054_S132_L004","F-50201064-003S_CP04054_S132_L004","DietInt Study2","cat","Male",9.49,5.68,"No","Yes","Hill's","Facility"
"F-50201066-003S_CP04054_S170_L004","F-50201066-003S_CP04054_S170_L004","DietInt Study2","cat","Male",9.58,5.87,"No","Yes","Hill's","Facility"
"F-50201068-003S_CP04054_S142_L004","F-50201068-003S_CP04054_S142_L004","DietInt Study2","cat","Female",11.42,4.86,"No","Yes","Hill's","Facility"
"F-50201070-003S_CP04054_S176_L004","F-50201070-003S_CP04054_S176_L004","DietInt Study2","cat","Female",11.52,4.97,"No","Yes","Hill's","Facility"
"F-50201072-003S_CP04054_S145_L004","F-50201072-003S_CP04054_S145_L004","DietInt Study2","cat","Female",7.73,5.18,"No","Yes","Hill's","Facility"
"F-50201074-003S_CP04054_S179_L004","F-50201074-003S_CP04054_S179_L004","DietInt Study2","cat","Female",7.83,5.5,"No","Yes","Hill's","Facility"
"F-50201076-003S_CP04054_S111_L004","F-50201076-003S_CP04054_S111_L004","DietInt Study2","cat","Female",13.81,5.4,"No","Yes","Hill's","Facility"
"F-50201080-003S_CP04054_S115_L004","F-50201080-003S_CP04054_S115_L004","DietInt Study2","cat","Female",9.61,3.57,"No","Yes","Hill's","Facility"
"F-50201082-003S_CP04054_S149_L004","F-50201082-003S_CP04054_S149_L004","DietInt Study2","cat","Female",9.71,3.58,"No","Yes","Hill's","Facility"
"F-50201084-003S_CP04054_S121_L004","F-50201084-003S_CP04054_S121_L004","DietInt Study2","cat","Male",7.84,5.77,"No","Yes","Hill's","Facility"
"F-50201086-003S_CP04054_S156_L004","F-50201086-003S_CP04054_S156_L004","DietInt Study2","cat","Male",7.94,5.92,"No","Yes","Hill's","Facility"
"F-50201088-003S_CP04054_S112_L004","F-50201088-003S_CP04054_S112_L004","DietInt Study2","cat","Female",10.62,5.44,"No","Yes","Hill's","Facility"
"F-50201090-003S_CP04054_S146_L004","F-50201090-003S_CP04054_S146_L004","DietInt Study2","cat","Female",10.72,5.73,"No","Yes","Hill's","Facility"
"F-50201092-003S_CP04054_S130_L004","F-50201092-003S_CP04054_S130_L004","DietInt Study2","cat","Female",12.43,3.05,"No","Yes","Hill's","Facility"
"F-50201094-003S_CP04054_S165_L004","F-50201094-003S_CP04054_S165_L004","DietInt Study2","cat","Female",12.52,3.19,"No","Yes","Hill's","Facility"
"F-50201096-003S_CP04054_S144_L004","F-50201096-003S_CP04054_S144_L004","DietInt Study2","cat","Male",11.24,6.5,"No","Yes","Hill's","Facility"
"F-50201098-003S_CP04054_S178_L004","F-50201098-003S_CP04054_S178_L004","DietInt Study2","cat","Male",11.34,6.34,"No","Yes","Hill's","Facility"
"F-50201100-003S_CP04054_S125_L004","F-50201100-003S_CP04054_S125_L004","DietInt Study2","cat","Male",5.48,5.57,"No","Yes","Hill's","Facility"
"F-50201102-003S_CP04054_S160_L004","F-50201102-003S_CP04054_S160_L004","DietInt Study2","cat","Male",5.57,5.85,"No","Yes","Hill's","Facility"
"F-50201104-003S_CP04054_S137_L004","F-50201104-003S_CP04054_S137_L004","DietInt Study2","cat","Male",6.86,4.9,"No","Yes","Hill's","Facility"
"F-50201108-003S_CP04054_S113_L004","F-50201108-003S_CP04054_S113_L004","DietInt Study2","cat","Male",11.51,5.64,"No","Yes","Hill's","Facility"
"F-50201110-003S_CP04054_S147_L004","F-50201110-003S_CP04054_S147_L004","DietInt Study2","cat","Male",11.6,6.19,"No","Yes","Hill's","Facility"
"F-50201112-003S_CP04054_S116_L004","F-50201112-003S_CP04054_S116_L004","DietInt Study2","cat","Female",7.15,4.73,"No","Yes","Hill's","Facility"
"F-50201114-003S_CP04054_S150_L004","F-50201114-003S_CP04054_S150_L004","DietInt Study2","cat","Female",7.24,4.56,"No","Yes","Hill's","Facility"
"F-50201116-003S_CP04054_S120_L004","F-50201116-003S_CP04054_S120_L004","DietInt Study2","cat","Male",9.41,6.78,"No","Yes","Hill's","Facility"
"F-50201118-003S_CP04054_S155_L004","F-50201118-003S_CP04054_S155_L004","DietInt Study2","cat","Male",9.51,6.59,"No","Yes","Hill's","Facility"
"F-50201120-003S_CP04054_S139_L004","F-50201120-003S_CP04054_S139_L004","DietInt Study2","cat","Male",11.47,5.41,"No","Yes","Hill's","Facility"
"F-50201130-003S_CP04054_S166_L004","F-50201130-003S_CP04054_S166_L004","DietInt Study2","cat","Male",6.75,5.5,"No","Yes","Hill's","Facility"
"F-50201132-003S_CP04054_S122_L004","F-50201132-003S_CP04054_S122_L004","DietInt Study2","cat","Female",5.32,4.67,"No","Yes","Hill's","Facility"
"F-50201134-003S_CP04054_S157_L004","F-50201134-003S_CP04054_S157_L004","DietInt Study2","cat","Female",5.41,4.78,"No","Yes","Hill's","Facility"
"F-50201136-003S_CP04054_S126_L004","F-50201136-003S_CP04054_S126_L004","DietInt Study2","cat","Male",9.75,5.77,"No","Yes","Hill's","Facility"
"F-50201138-003S_CP04054_S161_L004","F-50201138-003S_CP04054_S161_L004","DietInt Study2","cat","Male",9.85,5.61,"No","Yes","Hill's","Facility"
"F-50201140-003S_CP04054_S128_L004","F-50201140-003S_CP04054_S128_L004","DietInt Study2","cat","Male",7.8,5.52,"No","Yes","Hill's","Facility"
"F-50201142-003S_CP04054_S163_L004","F-50201142-003S_CP04054_S163_L004","DietInt Study2","cat","Male",7.9,5.79,"No","Yes","Hill's","Facility"
"F-50201148-003S_CP04054_S127_L004","F-50201148-003S_CP04054_S127_L004","DietInt Study2","cat","Female",12.09,4.97,"No","Yes","Hill's","Facility"
"F-50201150-003S_CP04054_S162_L004","F-50201150-003S_CP04054_S162_L004","DietInt Study2","cat","Female",12.18,4.9,"No","Yes","Hill's","Facility"
"F-50201152-003S_CP04054_S123_L004","F-50201152-003S_CP04054_S123_L004","DietInt Study2","cat","Female",9.46,5.03,"No","Yes","Hill's","Facility"
"F-50201154-003S_CP04054_S158_L004","F-50201154-003S_CP04054_S158_L004","DietInt Study2","cat","Female",9.56,4.98,"No","Yes","Hill's","Facility"
"F-50201156-003S_CP04054_S134_L004","F-50201156-003S_CP04054_S134_L004","DietInt Study2","cat","Male",11.62,6.87,"No","Yes","Hill's","Facility"
"F-50201158-003S_CP04054_S171_L004","F-50201158-003S_CP04054_S171_L004","DietInt Study2","cat","Male",11.72,6.69,"No","Yes","Hill's","Facility"
"F-50201160-003S_CP04054_S117_L004","F-50201160-003S_CP04054_S117_L004","DietInt Study2","cat","Male",12.09,6.6,"No","Yes","Hill's","Facility"
"F-50201162-003S_CP04054_S152_L004","F-50201162-003S_CP04054_S152_L004","DietInt Study2","cat","Male",12.18,6.7,"No","Yes","Hill's","Facility"
"F-50201164-003S_CP04054_S138_L004","F-50201164-003S_CP04054_S138_L004","DietInt Study2","cat","Male",9.3,6.18,"No","Yes","Hill's","Facility"
"F-50201166-003S_CP04054_S174_L004","F-50201166-003S_CP04054_S174_L004","DietInt Study2","cat","Male",9.41,6.2,"No","Yes","Hill's","Facility"
"F-50201168-003S_CP04054_S118_L004","F-50201168-003S_CP04054_S118_L004","DietInt Study2","cat","Female",12.08,4.83,"No","Yes","Hill's","Facility"
"F-50201170-003S_CP04054_S153_L004","F-50201170-003S_CP04054_S153_L004","DietInt Study2","cat","Female",12.18,4.77,"No","Yes","Hill's","Facility"
"F-50201172-003S_CP04054_S124_L004","F-50201172-003S_CP04054_S124_L004","DietInt Study2","cat","Male",9.56,5.57,"No","Yes","Hill's","Facility"
"F-50201174-003S_CP04054_S159_L004","F-50201174-003S_CP04054_S159_L004","DietInt Study2","cat","Male",9.65,5.93,"No","Yes","Hill's","Facility"
"F-50201178-003S_CP04054_S151_L004","F-50201178-003S_CP04054_S151_L004","DietInt Study2","cat","Female",11.47,3.49,"No","Yes","Hill's","Facility"
"F-50201181-003S_CP04054_S154_L004","F-50201181-003S_CP04054_S154_L004","DietInt Study2","cat","Male",13.89,5.45,"No","Yes","Hill's","Facility"
"F-50201183-003S_CP04054_S143_L004","F-50201183-003S_CP04054_S143_L004","DietInt Study2","cat","Female",7.2,5.06,"No","Yes","Hill's","Facility"
"F-50201185-003S_CP04054_S177_L004","F-50201185-003S_CP04054_S177_L004","DietInt Study2","cat","Female",7.31,5.04,"No","Yes","Hill's","Facility"
"F-50201187-003S_CP04054_S131_L004","F-50201187-003S_CP04054_S131_L004","DietInt Study2","cat","Female",1.73,6.52,"No","Yes","Hill's","Facility"
"F-50201189-003S_CP04054_S169_L004","F-50201189-003S_CP04054_S169_L004","DietInt Study2","cat","Female",1.82,6.46,"No","Yes","Hill's","Facility"
"F-50201194-003S_CP04054_S135_L004","F-50201194-003S_CP04054_S135_L004","DietInt Study2","cat","Female",9.55,4.51,"No","Yes","Hill's","Facility"
"F-50201196-003S_CP04054_S172_L004","F-50201196-003S_CP04054_S172_L004","DietInt Study2","cat","Female",9.64,4.94,"No","Yes","Hill's","Facility"
"F-50201198-003S_CP04054_S114_L004","F-50201198-003S_CP04054_S114_L004","DietInt Study2","cat","Female",13.8,4.51,"No","Yes","Hill's","Facility"
"F-50201200-003S_CP04054_S148_L004","F-50201200-003S_CP04054_S148_L004","DietInt Study2","cat","Female",13.89,4.59,"No","Yes","Hill's","Facility"
"F-50201202-003S_CP04054_S119_L004","F-50201202-003S_CP04054_S119_L004","DietInt Study2","cat","Male",13.79,4.94,"No","Yes","Hill's","Facility"
"F-50201203-003S_CP04054_S79_L004","F-50201203-003S_CP04054_S79_L004","DietInt Study2","cat","Female",9.52,3.6,"No","No","Hill's","Facility"
"F-50201205-003S_CP04054_S104_L004","F-50201205-003S_CP04054_S104_L004","DietInt Study2","cat","Female",11.98,5.03,"No","No","Hill's","Facility"
"F-50201207-003S_CP04054_S96_L004","F-50201207-003S_CP04054_S96_L004","DietInt Study2","cat","Male",9.39,5.73,"No","No","Hill's","Facility"
"F-50201209-003S_CP04054_S105_L004","F-50201209-003S_CP04054_S105_L004","DietInt Study2","cat","Female",11.32,4.94,"No","Yes","Hill's","Facility"
"F-50201211-003S_CP04054_S93_L004","F-50201211-003S_CP04054_S93_L004","DietInt Study2","cat","Male",5.06,7.42,"No","No","Hill's","Facility"
"F-50201213-003S_CP04054_S100_L004","F-50201213-003S_CP04054_S100_L004","DietInt Study2","cat","Male",6.78,6.22,"No","Yes","Hill's","Facility"
"F-50201215-003S_CP04054_S103_L004","F-50201215-003S_CP04054_S103_L004","DietInt Study2","cat","Male",13.63,6.31,"No","No","Hill's","Facility"
"F-50201217-003S_CP04054_S97_L004","F-50201217-003S_CP04054_S97_L004","DietInt Study2","cat","Female",5.22,4,"No","No","Hill's","Facility"
"F-50201219-003S_CP04054_S110_L004","F-50201219-003S_CP04054_S110_L004","DietInt Study2","cat","Female",9.3,5.61,"No","Yes","Hill's","Facility"
"F-50201220-003S_CP04054_S84_L004","F-50201220-003S_CP04054_S84_L004","DietInt Study2","cat","Male",9.32,6.61,"No","No","Hill's","Facility"
"F-50201222-003S_CP04054_S107_L004","F-50201222-003S_CP04054_S107_L004","DietInt Study2","cat","Male",11.15,6.4,"No","Yes","Hill's","Facility"
"F-50201224-003S_CP04054_S89_L004","F-50201224-003S_CP04054_S89_L004","DietInt Study2","cat","Male",5.38,6.11,"No","Yes","Hill's","Facility"
"F-50201226-003S_CP04054_S101_L004","F-50201226-003S_CP04054_S101_L004","DietInt Study2","cat","Male",6.76,4.65,"No","No","Hill's","Facility"
"F-50201228-003S_CP04054_S85_L004","F-50201228-003S_CP04054_S85_L004","DietInt Study2","cat","Male",7.74,5.91,"No","Yes","Hill's","Facility"
"F-50201230-003S_CP04054_S75_L004","F-50201230-003S_CP04054_S75_L004","DietInt Study2","cat","Female",10.53,5.35,"No","Yes","Hill's","Facility"
