clade_name	A01_02_1FE	A02_01_1FE	A03_01_1FE	A04_01_1FE	A04_04_1FE	A05_01_1FE	A06_01_1FE	A07_01_1FE	A08_01_1FE	A09_01_1FE	A09_02_1FE	A10_01_1FE	A10_02_1FE	A11_01_1FE	A13_01_1FE	A13_03_1FE	A14_01_1FE	A15_02_1FE	A19_01_1FE	A19_03_1FE	A20_01_1FE	A20_03_1FE	A22_01_1FE	A23_01_1FE	A24_02_1FE	A24_04_1FE	A25_01_1FE	A26_01_1FE	A27_02_1FE	A28_02_1FE	A29_01_1FE	A32_01_1FE	A34_01_1FE	A34_02_1FE	A35_01_1FE	A36_01_1FE	A36_02_1FE	A37_02_1FE	A39_01_1FE	A39_02_1FE	A39_04_1FE	A40_02_1FE	A41_01_1FE	A42_02_1FE	A43_02_1FE	A44_01_1FE	A45_02_1FE	A46_01_1FE	A46_02_1FE	A47_01_1FE	A47_02_1FE	A48_01_1FE	A48_05_1FE	A49_01_1FE	A53_01_1FE	A54_02_1FE	A55_01_1FE	A55_02_1FE	A56_01_1FE	A58_01_1FE	A58_03_1FE	A59_01_1FE	A62_01_1FE	A62_03_1FE	A66_02_1FE	A67_01_1FE	A68_01_1FE	A69_01_1FE	A69_02_1FE	A70_01_1FE	A70_03_1FE	A70_04_1FE	A72_01_1FE	A72_02_1FE	A73_01_1FE	A73_02_1FE	A75_02_1FE	A79_02_1FE	A81_01_1FE	A81_03_1FE	A82_02_1FE	A83_02_1FE	A85_01_1FE	A88_02_1FE	A89_01_1FE	A89_02_1FE	A90_03_1FE	A90_04_1FE	A91_01_1FE	A91_02_1FE	A92_01_1FE	A93_01_1FE	A94_01_1FE	A94_02_1FE	A94_03_1FE	A95_01_1FE	V01_01_1FE	V06_02_1FE	V07_01_2FE	V07_02_2FE	V12_01_2FE	V18_02_1FE	V19_01_2FE	V19_02_2FE	V30_01_1FE	V31_01_2FE	V32_02_2FE	V36_02_2FE	V40_01_1FE	V48_03_2FE	V50_01_1FE	V50_01_2FE	V50_02_1FE	V53_02_1FE	V54_01_1FE
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.78607	0.32283	3.88996	0.97897	1.10451	4.23559	0	0.68704	0.27001	1.22767	0.01008	0.13256	0.35868	0.53764	0.76119	0.18186	1.67961	0.05468	1.19331	0.0071	0.10788	0.18063	0.43977	0.04435	0.23635	1.18503	0.1217	0	1.52979	0.2486	0.05974	0.48811	1.19678	0.95161	0.89122	1.17489	0.08215	0	0.00711	0.36274	0.31485	0.1179	1.58867	0.00028	0.1639	0.04451	0.24642	0.34661	1.58847	0.66605	0.052	0.20743	1.37538	0.30208	0.16314	1.24492	0.92453	2.25442	0.32384	3.74142	0.0143	15.53086	0.58551	0.05396	0.02061	1.2759	0	0.20885	0.03697	0.29541	0.06062	0	0.15102	0.25839	0.25089	0.26515	1.1201	0.3849	0.81411	1.69149	0.60073	0.03058	0.2479	0.16769	0.0771	0.56315	0.88788	1.23167	0.00687	0.12311	0.131	0.38919	0.32657	0.76709	0.57157	0.06386	0.01882	0.5336	0.31109	0.2842	0.19025	0.37266	1.41271	0.37129	2.01052	0.5468	0.83617	0.43132	0.1882	0	0.9262	0.089	0.22156	0.06761	0.23284
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.68232	0	0.14439	0.19891	0.07115	0.31207	0.02366	0.20306	0.05511	0.12869	0.03611	0.01741	0.59726	0	0.07816	0.16428	0.0198	0.97763	0.05332	0	0.99815	0.11804	0.19234	0.03299	3.45163	0.50823	5.65311	0	0.83244	0.1896	0.39498	1.87122	0.09021	0.07234	0.03013	1.00754	0.27796	0	0.0167	0.66863	0.16932	0.38516	0.12525	0.099	0.36249	0.13325	0.01891	0.80762	1.49219	0.02775	0.23074	0.00802	0.19331	1.77911	5.10367	0.3268	3.18065	0.15453	1.99064	0.13425	0.02564	0.25437	0.00745	0.00893	0.0608	0.5193	0	1.17239	0.21464	1.6976	0.40905	0	2.70468	0.07389	1.68875	0.11524	2.19786	0.10768	0.02264	0.90396	0.17986	0.04439	0.32855	0.04714	4.40376	2.35113	1.09903	1.61345	5.70408	0.80657	0.08559	0	2.52767	3.30543	1.34018	0.36499	0.06749	5.25126	0.16792	1.0306	0.75576	0.22527	0.93537	1.12685	0.14695	0.14097	0	6.0085	1.81883	1.0225	0.01658	0.12969	4.43103	0.74152	0.23383
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.58421	0.84315	0.10499	0.66141	0.17827	1.02471	0	0.05417	0.32366	0.04387	1.29305	0.01982	0.06095	4.71027	4.8984	1.39448	0.14265	0	0.05317	0.13714	26.41072	1.77477	0.70309	0.05417	16.50069	0.15981	0.1059	0	2.52871	0.02373	0.2152	2.73743	0.03529	0.21832	0	6.70073	0.08582	0	0.83359	0.00585	0.37629	0.24269	0.01663	0.23721	1.40091	1.15173	0.0051	0.12788	0.1095	0.00878	1.56587	5.07275	0.16315	0.04309	1.47727	0.57479	0.03481	0.44074	0.08425	0.01196	0.16195	0.18183	15.06096	3.3754	4.92	0.15707	35.76515	1.00919	1.33649	0.23927	0.18833	0	0.12468	0.00474	0.20129	0.03998	0.31167	0.04359	0.48081	0.44537	0	0.25255	8.05038	0.3112	0.05144	0.14733	0.12185	0.69103	0.0741	0.13722	0.10758	0.05758	0.02719	0.05958	0.31387	0.48183	56.2958	0.05844	0.17429	0.04442	0.1076	0.12916	0.30389	0.90515	1.85018	1.19432	0.39038	1.31184	6.75602	2.2957	0	0.02627	0.05176	3.03506	8.1434
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.30017	0.06171	0.00325	0.02526	0.0124	0	0	0.54892	0.17035	0.09157	25.81215	0	0.00548	0.0138	0.27214	0.12601	0	0	0	0	0.5929	2.16795	0.30451	0.2819	0.1339	0	0.07494	0	0.36198	0.13608	0	0.92427	0.00285	0.00834	0.14423	0.03845	0.03455	0	0.53941	0.67719	0.15297	1.62626	0.00842	0.52837	0.6024	0.45717	0	0.02796	0.99491	0.01103	0.13244	3.43436	0.02914	0	0.40484	0.0779	0	0.00349	0.04908	0	0.00193	0	2.02082	0.19303	0.00555	0	14.32982	0.01906	2.07274	0.01591	0.00114	0	0.13489	0.0243	0.26483	0	0.04715	1.39116	0.06196	1.23283	0.05255	0.02081	13.0163	0.14119	0.53495	0.1263	0.0469	0.18368	0.72894	0	1.81941	0.54611	0.00785	0.06265	0.07049	0.10187	0.35788	0.00142	1.63436	0.42664	0.20797	4.52102	0.02045	0.2254	0.06148	0.06112	0.01132	0.13448	0.03142	1.04594	0	0	0.15063	0.94936	0.00252
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936	0.28771	0	0.06284	0.00664	0	0.09437	0	0.26278	0	0	0.00035	0	0.06921	0.00627	0.06927	0	0	1.4071	0	0	0	0.0891	0	0	0	0	0	0	0	0.09527	0.07589	0.32741	0.86008	0	0	0.00192	0.0095	0	0	0.02048	0.11811	0	0.0918	0	0.09122	0.80621	0	0	0	0	0.01795	0	0	0.00988	0.76101	0.02101	0	0.06924	0.89073	0.31811	0.08733	0.00644	0	0	0.01384	0.4011	0	0	0.2464	0.06158	0	0	0.1542	0	0.03568	0.00246	0.1894	0	0	0.01911	0	0.043	0.18403	0	0.29833	0.29039	1.07274	0.74461	0.5024	0	0	0.09766	0.54841	0.10441	0.11526	0.01791	0.01123	0.65868	0	0	1.03604	0.00174	0	0.05936	0.04169	0.1593	0.00415	0	0.5731	0	0	0	0.0088	0	0.00146
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.27777	0	0	0.00918	0	8.15962	0	0.48226	0	0	0.00182	0	0	0	0	0.66511	0.19736	0	2.22695	0.31339	0	0.02983	0	0.58097	0.00156	0	0	0	0.66391	0.79989	0	0.00338	0.05407	0.14465	0	0.16592	2.52227	0	0	0	0.04877	0	0.64738	0	0	0	0	0.02164	1.44335	0	0.15262	0	0	0	0.00515	0	0	0.7511	0.04973	0	0	1.09648	0.15041	0.0714	0.06633	0.10453	0.02247	0	0.00999	0.0005	0	0	0	0	0	0	0.00465	0	0	0.594	12.44224	0.46003	0	0	0	0.00265	0	0.18074	0	0	0	0	0.01403	0.0678	2.55079	0	0	0.04033	0.00647	0.11776	0	0.15538	0	0	0.25	0.90487	0.19731	0	0	0	0	0	0.00198	0.05061	0.0023
k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789|f__FGB1789	0.24432	0.18759	0	0.00288	0.01133	0.09834	0	0.05669	0	0	0	0	0.00728	0	0.02176	0	0	0	0.02169	0	0	0.00705	0.01009	0	0	0.01666	0.22592	0	0.0861	0.07045	0	0.0825	0	0.03565	0	0.00185	0	0	0	0.01667	0	0.01622	0	0	0.08921	0	0.01062	0.32697	0.08962	0.02109	0	0.48272	0.48167	0	0.02848	0	1.2028	0.02969	0.01683	16.68848	0	0.00985	0.02473	0	0	0	0	0.14745	0	0	0.25886	0	0.24464	0.00021	0.13116	0	0.01235	0.0001	0.03955	0	0	0	0	0	0.03004	0.32736	0.3045	0	0.13788	3.07412	0	0	0	0.14928	0	0.15701	0	0	0.03401	0.02232	0	0.00998	0.01704	0.11013	0.0238	0.0321	0	0.01007	0.01133	0	0	0.12974	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.23825	0.3546	0.36731	0.12697	0.74588	0	0	11.80255	1.43162	0.4274	1.01013	0.12032	6.28026	1.91751	1.03684	0.44183	0.76936	0.58279	0.09568	0.27331	1.06984	0.50578	0.08237	0.19246	1.34706	0.34296	0.44709	0	1.91278	9.19378	2.36418	2.8595	0.24602	1.99855	0.25137	2.56964	0.72142	0	0.89285	2.65564	0.27818	3.53857	0.3091	0.89071	0.3899	1.15605	2.82866	0.62882	10.89425	0.15001	0.55548	1.50076	1.10507	0.26849	1.54768	0.46218	0.00095	0.2528	2.68909	0.47499	0	0.09166	0.6633	0.97857	1.00626	0.11863	0.1762	1.0711	0.94054	1.51647	2.29795	0	2.27104	0.09632	3.53381	0.23248	1.8346	1.37185	2.18507	0.514	2.82058	5.24539	2.65198	2.29358	2.2719	2.37245	2.90138	0.97586	5.38358	0.21525	0.95346	0.48509	0.13569	3.83723	0.80027	0.848	0.70838	0.77129	2.99178	2.78792	0.24087	0.68395	0.43656	2.26093	0.27803	1.9298	0.43186	2.48325	1.74716	4.74236	0.122	0.61484	0.69503	2.57086	0.02133
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.23549	0	0.0827	0.10584	0.0186	0	0	0.09916	0.33621	0	0.21168	0	0.00103	0	0.33728	0	0.01225	0	0.01487	0	0.01985	0	0	0.05904	0.02816	0.0716	0.00414	0	0.10377	0.26509	0	0.38884	0	0.11766	0	0.37964	0	0	0.01035	0.46757	0.00441	0.01217	0.03169	0.25498	1.70494	0.16985	0.19677	0.2901	0.07089	0.04258	0.01771	0.83385	0.00954	0.00683	0.12553	0	0.16849	0	0.23808	0	0.01763	0	0.00883	0.08856	0.17975	1.02006	0	0.00347	0	0.05214	0.69679	0	0.04569	0	1.14672	0.07476	0.05486	0.5488	0.02634	0.00976	0.18047	0.24948	0.00232	0.07146	0.32019	0.05183	0.60272	0.26486	1.27356	0	0.05785	0.05392	0.45154	0.00643	0.19909	1.35127	0.00498	0.06926	0.49197	1.22698	0.03664	0.06644	0.00153	0.02216	0.00032	0.15564	0.01576	0.04948	0.01843	0.15285	0.07167	0.18657	0.08237	0	0
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932	0.21563	0	0	0.00122	0	0	0	0.01134	0.92464	0	0	0	0.02222	0	0	0	0	0	0	0	0	0.00067	0	0.02653	0.02088	0	0.00198	0	0	0.07406	0	0.18977	0	0.00149	0	0.02723	0	0	0	0.06751	0	0.00026	0	0.0073	0.36755	0.05399	0	0.00202	0.01237	0	0.00434	0	0	0	0.05343	0	0	0.12905	0.02942	0	0	0	0	0	0.01825	0	0.02609	0.00427	0.01482	0	0	0	0.1162	0	0.08306	0.00683	0.00205	0.16845	0.00863	0.06965	0	0.00398	0	0.06168	0.23037	0.14918	0.00712	0.07855	0.12769	0	0.08435	0	0.0267	0.01939	0.06164	0.00341	0.00041	0	0.33032	0.65361	0.04138	0.11527	0	0.00795	0.00253	0.00867	0	0.102	0.00162	0	0	0	0.30995	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.19499	1.75655	0.88902	1.45756	1.35433	3.60357	0	0.68731	0.31721	0.29135	0.55163	0.04923	0.92874	24.6313	4.0455	0.59927	0.78557	0.56083	0.92663	0.636	0.24812	0.33617	0.02103	1.48753	0.46072	0.21509	0.16423	0	0.69929	1.15726	0.24026	0.68992	0.46216	0.83505	0.97725	0.06968	0.31972	0	0.06185	0.55171	1.09345	0.90224	0.02454	0.20606	0.00911	5.01779	0.16579	0.07222	0.47643	0.09937	0.75061	0.3238	0.25243	0.06218	0.10097	1.34519	0.2352	0.04642	0.38133	0.02716	1.73809	2.02625	2.94974	2.70233	3.37924	0.00439	2.1422	0.38649	0.2496	0.35218	1.9871	0	0.18433	1.33067	0.21254	0.26044	0.20372	0.1827	0.29942	0.01133	0.83586	0.98314	0.46781	2.41704	0.35539	0.33509	0.74484	0.14795	0.48183	2.81434	0.82058	7.33718	0.31379	0.29748	0.03397	9.80642	1.0875	0.34517	0.05295	0.08713	0.20076	0.43831	2.04228	1.06996	1.9307	1.98355	0.70317	0.48898	2.05033	1.37194	0.02452	0.77604	0.25268	0.62789	1.13344
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107	0.15334	0	0.27612	0.02141	0.00405	0.28596	0	0.27622	0.02076	0.05599	0.08586	0.00217	0.05175	0.81683	0.15305	0.01352	0.81127	0	1.9496	0.83033	0.10428	0.06544	0.31139	0.09785	0.74576	0	0.0041	0	0.40026	3.28585	0	0.33035	0.72163	2.43491	0	5.91724	0.65902	0	0.06225	0.0224	0.09299	0.15324	0.07261	0	0	0.01751	0	0.05298	0.4306	0.00128	0.06309	0	0.01941	0.01045	0.0508	0.71206	0	0	0.12023	0	0.00969	0.05483	0.38595	0.02641	0.10342	0.85572	0.34608	27.73217	0	0.40272	0.09034	0	0	0.00873	0.16746	0.03239	0	0.0586	0.61786	0.0146	1.51469	1.11283	0.38089	0.14526	0	0.04003	0.44843	0.06632	0.91458	0.00275	0.26876	0.04278	0.01361	0.68513	0.02297	0.52411	0.1492	0.52336	0.02344	0	0.0088	0.62776	1.00454	1.24502	2.18944	0.50479	0.7038	0	1.75489	0.97285	0.68089	0.50835	0.02441	0.64122	0.23759
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312|f__FGB10312	0.12977	0	0	0.01156	0.02921	0	0	0.39514	0	0	0.00307	0	0.43569	0	0	0	0	0	0	0	0.16607	0	0	0.87568	0.62427	0	0	0	0.07601	0.23881	0.67035	0.0016	0	0	0	0.08701	0	0	0.0155	0.00353	0	0	0.05762	0	0	0	0.18885	0.06379	0	0	1.72521	0	0.10916	0.01408	0	0.2342	0	0	0.00196	0.03536	0	0.20187	0	0	0	0	0.00111	0	0.14888	0	2.24702	0	0.0041	0	0	0.00514	0	0.00149	0.8691	0.00624	0.13635	0	0	0	0.17567	0.00209	0	0.06572	0.17072	0	0.01911	0	0.02943	0.00342	0	0.06342	0.00114	0.08711	0	0.00541	0.00802	0	0	0.49169	0.50293	0.28103	0.85775	0.03835	0.64374	0.06198	0.04384	0	0.05011	0	0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989	0.0996	0	0	0	0.0032	0	0	0.03117	0.29778	0	0.00496	0.0435	0.02915	0	0	0	0	0	0	0	0	0	0	0.01207	0.00744	0	0	0	0.05206	0.01007	0	0.65523	0	0.00758	0	0.01486	0	0	0.03776	0.13373	0	0.01522	0	0.01258	0.09536	0.02508	0	0.00452	0.41795	0	0.03626	0	0	0	0.00956	0	0	0	0.07756	0	0	0	0.00241	0	0.00311	0	0	0	0	0.08791	0.00291	0	0.08159	0.00099	0.06747	0	0.03849	0.19736	0.04176	0.09495	0	0.0393	0	0.03157	0.95043	0.14363	0	0.21362	0.33929	0	0.05754	0.00268	0.06945	0.03515	0.41368	0	0.00393	0.04597	1.16409	0.00681	0.11798	0.11317	0	0.05357	0	0.00198	0	0.13183	0	0.13251	0	0	0.02442	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.09513	0	0	0	0.07061	0	0	0.00389	0.006	0.0027	0.004	0	0.02423	0	0	0	0	0.2743	0	0	0	0.00317	0	0	0	0	0	0	0.21972	0.00139	0.03397	0.00296	0.01201	0	0	0.00084	0	0	0	0.02034	0	0	0.03924	0	0.0129	0	0	0.29565	0.01904	0	0	0.02429	0.09607	0.00317	0	0	1.16098	0.01591	0.00691	0.59446	1.98105	0	0.00606	0	0.00168	0.41087	0	0.00774	0.01567	0.01673	0.14665	0	0.08873	0.00268	0.02372	0.00986	0.07626	0.01033	0.01559	0.10472	0.01282	0	0	0.00883	0.22535	0	0.06095	3.00E-05	0.00783	0.02083	0	0	0.0068	0.25983	0.01873	0.0027	0	0.0132	0	0.07035	0.02873	0.00069	0.06584	0.00289	0.01624	0.00729	0	0	0.00364	0.38448	0	0	0.00425	0	0.01388
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806	0.09333	0	0	0.04553	0	0	1.08035	0	0	0	0.00738	0	0	0	0	0	0	0	0	0	0.58143	0.00278	0.03097	0.08817	0.74901	0	0.0598	0	0.15759	0.02969	0	0	0.01967	0	0.35865	0.14707	0.88177	0	0	0	0	0	0	0.0185	0	0	0	0	0.39028	0	0.01625	0	0	0.04543	0	0.00276	0	0	0.27692	0	0	0	0.00066	0	0.02048	0	0	0	0.30903	0.03286	0	0	0	0	0.22232	0	0.10766	0	0	0.35411	0.01473	0.47031	0.88669	0.08277	0.47368	0	0.02153	0.00504	0	0	0	0	0.21759	0	0.03892	0	0	0	0	0.35888	0.87672	0.05113	0	0.12269	0.00439	0	0	3.07435	0.01884	0.34574	0	0	0.05123	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.08598	47.5204	56.2928	39.11814	7.72375	10.41222	0.24075	0	9.4351	50.65637	8.90794	85.04423	10.6207	29.67531	4.37251	10.65895	3.64994	0.00369	0.95542	11.83462	3.23503	0	0	0.06376	0.97794	0	8.92919	0	3.44885	12.67745	3.30059	5.36208	10.92671	37.90774	0	5.9567	19.60849	0	24.0793	3.20614	0	6.23331	39.33504	29.83662	14.75212	3.99259	9.75535	0.05899	22.40713	82.29261	1.80218	22.9	32.26195	0	1.90551	11.41137	0	0	6.55897	0	13.87992	17.24183	6.48116	0.48462	0.05306	0	1.66073	0	0	9.78811	0.54958	0	0.0003	25.17621	0.67315	13.50415	0.00076	14.93987	1.7833	18.02781	10.00901	6.99736	3.24823	34.2485	16.92188	1.71997	12.37138	5.14987	0.03962	0	2.05718	58.71379	6.34976	8.91272	8.66992	2.08934	1.55392	22.70365	0	10.22953	0.75128	32.90187	0	0.01273	11.0216	16.343	53.56989	21.28873	3.42116	0	13.00418	0.1727	10.41773	0.00754	4.0067
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838|f__FGB1838	0.07342	0.00494	0	0.02558	0.04276	4.15125	0	0.01811	0.01973	0.27953	0.0375	0.0915	0.02994	0	0.04045	0.16647	0.24228	0.03299	0	0.19673	0	0	0	0.18911	0.10129	0	0	0	0.39832	0.22787	0	0.09684	0.00534	0.25646	0	0.03892	0.01363	0	0	0	0	2.02073	0.20678	0	0	0.26143	0.07243	0	0.59289	0.01774	0.34447	0	0.01664	0	0.00207	0.13333	0	0	0.00339	0	0	0.36434	0.53227	0.27723	0.19109	0	0.00974	0	0	0.00713	1.42777	0	0	1.13906	0	0.1044	0.03376	0.01106	0.09281	0.03593	6.53768	0.10759	0.01232	2.83066	0	0	0	0.02105	0	0	7.95984	0.1441	0	0.07027	0	0	0	0	0.16318	0	0	0.13531	0	0.00877	0.58323	0.41736	0.19243	0.00033	0.06531	0.06541	0	0	0	0.10976	0.02905
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.06979	0	0	0.01668	0.07628	0	0	0.04719	0.02268	0	0	0	0	0	0	0.00498	0	0	0	0	0.00292	0.00921	0	0	0	0.03792	0	0	0.06291	0.00176	0.06302	0.00295	0.08764	0	0	0.07221	0	0	0	0.01615	0	0	0.0178	0	0.09894	0	0	0.06793	0	0	0	0.02873	0.01486	0.00146	0.00458	0	0.01667	0.03218	0.01723	0.00429	0.09938	0	0	0	0	0.09585	0	0.02578	0.01767	0.11293	0.30014	0	0.10866	0	0.17871	0.00365	0.09513	0.10428	0.11835	0.08925	0.03739	0.01354	0	0.01281	0.38834	0.01262	0.05519	0.01585	0.10584	0.12138	0.00618	0	0.01076	0.29715	0.07851	0.00659	0.02561	0.01687	0	0.35324	0.05676	0.01853	0.08622	0.03927	0	0.01733	0	0.007	0	0	0	0	0.15932	0.00463	0
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae	0.06934	0	0	0	0	0	0	0	0.3827	0	0	0	0	0	0	0.0423	0	0	0.68151	0	0	0	0	0.03668	0.01551	0	0	0	0.11657	0	0	0.03253	0	0.39459	0	0.06773	0.0014	0	0	0	0	0.18062	0	0	0	0	0.04306	0	0.16166	0	0	0	0	0	0.03103	0	0	0	0.0496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0.17234	0	0.09546	0	0	0	0.03656	0.09932	0	0	0	0	0	0	0.33668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.0613	0	0	0	0.00658	0	0	0.05624	1.8873	0	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0.05652	0	0	0	0	0	0.00859	0.00586	0.01513	0	0.02035	0	0	0	0	0.04351	0.86469	0	0	0	0.01637	0.08363	0.04682	0.00801	0.00681	0.06431	0	0.01093	0.02306	0	0.00165	0.00069	0	0	0.04597	0.04882	0	0.02228	0	0.01542	0	0.02549	0	0.01401	0	0	0	0	0	0.07613	0	0.16489	0.0048	0.0068	0.18153	0.00694	1.17338	0	0.13185	0	0.06763	0.2392	0.08415	0	0.23199	0.18653	0	0.1664	0.00907	0.00551	0.00066	0.5688	0.01866	0.00109	0.00062	0	0.46859	0.41899	0.13247	0	0.01955	0	0	0	0.04707	0	0.03992	0	0	0.08324	0	0
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120	0.05245	0	0	0.02729	0	0.02551	0	0.05907	0	0.00537	0.145	0	0.57735	0	0.14632	0	0.07116	0	0	0	0.00914	0.0074	0	0	0.76038	0.35065	0.00508	0	0.13156	1.83186	0.06111	0.00378	0.04045	0.11373	0	0.00591	0	0	0	0.0227	0.01538	0.01428	0.01313	0.01786	0	0	0.047	0.38141	0.05893	0	0	0	0.07449	0	0.01282	0.58542	0.00529	0.03958	0.14538	0	0.42469	0	0.00687	0.09889	0.04638	0	0.03675	0	0	0.00369	1.76244	0	0.0061	0.00726	0.01294	0.0101	0.10752	0.02819	0	0	0.00499	0.90169	0.0246	0.00017	0	0.00335	0	0.00221	0.00316	0	0	0.0474	0.03893	0.0016	0.02023	0	0.05414	0.40154	0	0.00846	0.00036	0	0	0.19258	2.08752	0.02014	0	0	0	0.68566	0	0	0.00663	0.0235	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	0.03927	0.09085	0.05069	0.01216	0.4124	0	0	0.10501	0.08659	0.16476	0.00029	0.10779	0.21656	0.2767	0.02443	0.10288	0.39431	0.81439	0.56158	0.41069	0.0073	0.1172	0.01514	0.03946	0.01354	0	0	0	0.3345	0.06676	0.30788	0.0525	0.0042	0.80448	0	0.08284	0	0	0.67834	0.0314	0.00563	0.18692	0.07563	0	0.00343	0.18277	0.03713	0.06315	0.12545	0.00633	0.02645	0	0.94154	0	0.01718	0.04867	1.60524	0.04711	0.00955	1.83361	0.48845	0.43285	0.30807	0	0.15174	0.63559	0.0013	0	0.05103	0.0059	0.107	0	0.4027	0.00819	0.00021	0.11212	0.0263	0.09524	0.88119	0	0.51271	0.10912	0	0.03989	0.03863	0.00068	0.35452	0.00267	0.00673	0.08469	1.0049	0.12479	0.00508	0.04877	0.00284	0.25933	0.04878	0.08783	0.02934	0	0.00102	0.38053	0.20863	0.04442	0.07739	0.31439	0.08486	0.00289	0.05369	0.09184	0.4222	0.06068	0.00359	0.0399	0.10755
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048	0.03328	0	0	0	0	0	0	0.12467	0.01216	0.02564	0.09829	0	0.01984	0	0.02706	0	0	0	0.01318	0	0	0	0	0.17735	0.02736	0	0	0	0.05362	0.02806	0	0.11897	0	0	0	0	0	0	0.69041	0.11152	0	0.00746	0.00468	0.05568	0.04394	0.13466	0	0.05072	0.64072	0	0.02832	0.09419	0	0.01178	0.10427	0.33659	0.00181	0.01759	0.13425	0.03263	0	0.01046	0.01661	0	0.00205	0	0	0.02256	0.00062	0	0.01079	0	0	0	0.16566	0.10745	0.0146	0.03685	0.04319	0.01207	0	0.35907	0	0.01566	0.02528	0.2184	0.00383	0.01909	0.84735	0	0	0	0.01512	0.00307	0.05053	0	0	0.33107	0.00382	0	0.0019	0.03522	0	0.03118	0	0	0	0.00777	0.00108	0.07222	0.05177	0	0.00977	0	0
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473	0.03188	0	0	0.00805	0	0.02105	0	0.27815	0.0567	0	0.72975	0	0	0	0.00574	0.00213	0.01722	0	0.01507	0	0.01141	0	0.10691	0	0.03375	0.20758	0.08565	0	0.00516	0.12733	0	0.0597	0.07593	0	0.02152	0	0.02494	0	0	0.03488	0.13988	0	0	0.04052	0	0	0.09206	0	0	0	0	0.03189	0.01737	0.16029	0.18803	0	0	0.00239	0	0.00251	0	0.01312	0.00194	0	0.08749	0	0.04621	0	0.015	0.00453	0.17954	0	0	0	0	0	0.07223	0	0	0.02801	0.09594	0.62382	0.01179	0.00068	0	0.04708	0.2592	0.07277	0.1323	0.15695	0.00011	0.00484	0	0.04655	0.00217	0.06591	0	0	0	0.00297	0.04839	0.09605	0	0.24043	0.01277	0.03591	0	0.04446	0.01732	1.95086	0	0	0.01462	0	0
