"sample_id","sample_id_metaphlan","subject_id","study_readable","species","sex","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"F-50157216-005S_S53_L001","F-50157216-005S_S53_L001","15080","DietInt Study4","dog","Male",5.07,10.3,"No","Yes","Hill's","Facility"
"F-50157217-005S_S55_L001","F-50157217-005S_S55_L001","13833","DietInt Study4","dog","Male",8.52,11.6,"No","Yes","Hill's","Facility"
"F-50157218-005S_S54_L001","F-50157218-005S_S54_L001","13739","DietInt Study4","dog","Male",9.26,14.1,"No","Yes","Hill's","Facility"
"F-50157219-005S_S58_L001","F-50157219-005S_S58_L001","8279","DietInt Study4","dog","Male",13.82,11.1,"No","Yes","Hill's","Facility"
"F-50157220-005S_S71_L004","F-50157220-005S_S71_L004","13837","DietInt Study4","dog","Female",8.5,7.7,"Yes","Yes","Hill's","Facility"
"F-50157222-005S_S57_L001","F-50157222-005S_S57_L001","8739","DietInt Study4","dog","Female",9.46,11.4,"No","Yes","Hill's","Facility"
"F-50157223-005S_S59_L001","F-50157223-005S_S59_L001","13735","DietInt Study4","dog","Female",9.46,10.4,"No","Yes","Hill's","Facility"
"F-50157224-005S_S60_L001","F-50157224-005S_S60_L001","15076","DietInt Study4","dog","Female",5.33,8.8,"No","Yes","Hill's","Facility"
"F-50158433-003S_S63_L001","F-50158433-003S_S63_L001","13739","DietInt Study4","dog","Male",9.28,14.4,"No","Yes","Hill's","Facility"
"F-50158434-003S_S204_L005","F-50158434-003S_S204_L005","8105","DietInt Study4","dog","Female",12.45,10.6,"No","Yes","Hill's","Facility"
"F-50158435-003S_S62_L001","F-50158435-003S_S62_L001","13871","DietInt Study4","dog","Male",8.36,9.1,"No","Yes","Hill's","Facility"
"F-50158436-003S_S208_L005","F-50158436-003S_S208_L005","13833","DietInt Study4","dog","Male",8.54,11.2,"No","Yes","Hill's","Facility"
"F-50158437-003S_S202_L005","F-50158437-003S_S202_L005","15082","DietInt Study4","dog","Female",5.34,9.4,"No","Yes","Hill's","Facility"
"F-50158438-003S_S207_L005","F-50158438-003S_S207_L005","15080","DietInt Study4","dog","Male",5.09,10,"No","Yes","Hill's","Facility"
"F-50158439-003S_S61_L001","F-50158439-003S_S61_L001","13964","DietInt Study4","dog","Female",6.73,9.2,"No","Yes","Hill's","Facility"
"F-50158440-003S_S210_L005","F-50158440-003S_S210_L005","7426","DietInt Study4","dog","Male",11.82,9.6,"No","Yes","Hill's","Facility"
"F-50158441-003S_S209_L005","F-50158441-003S_S209_L005","13795","DietInt Study4","dog","Female",7.99,10.3,"No","Yes","Hill's","Facility"
"F-50158442-003S_S213_L005","F-50158442-003S_S213_L005","8439","DietInt Study4","dog","Female",13.38,9.5,"No","Yes","Hill's","Facility"
"F-50158443-003S_S212_L005","F-50158443-003S_S212_L005","7248","DietInt Study4","dog","Female",11.82,8.3,"No","Yes","Hill's","Facility"
"F-50158444-003S_S211_L005","F-50158444-003S_S211_L005","8177","DietInt Study4","dog","Female",10.24,10.4,"No","Yes","Hill's","Facility"
"F-50158445-002S_S203_L005","F-50158445-002S_S203_L005","8739","DietInt Study4","dog","Female",9.48,11.8,"No","Yes","Hill's","Facility"
"F-50158446-002S_S200_L005","F-50158446-002S_S200_L005","13837","DietInt Study4","dog","Female",8.52,7.6,"Yes","Yes","Hill's","Facility"
"F-50158448-002S_S64_L001","F-50158448-002S_S64_L001","15076","DietInt Study4","dog","Female",5.35,8.7,"No","Yes","Hill's","Facility"
"F-50158449-002S_S206_L005","F-50158449-002S_S206_L005","13735","DietInt Study4","dog","Female",9.48,10.5,"No","Yes","Hill's","Facility"
"F-50158450-002S_S201_L005","F-50158450-002S_S201_L005","8279","DietInt Study4","dog","Male",13.84,11,"No","Yes","Hill's","Facility"
"F-50159276-005S_S66_L001","F-50159276-005S_S66_L001","7426","DietInt Study4","dog","Male",11.86,9.5,"No","Yes","Hill's","Facility"
"F-50159277-005S_S69_L001","F-50159277-005S_S69_L001","13795","DietInt Study4","dog","Female",8.03,10.3,"No","Yes","Hill's","Facility"
"F-50159278-005S_S65_L001","F-50159278-005S_S65_L001","7248","DietInt Study4","dog","Female",11.85,8.3,"No","Yes","Hill's","Facility"
"F-50159279-005S_S70_L001","F-50159279-005S_S70_L001","8439","DietInt Study4","dog","Female",13.42,9.4,"No","Yes","Hill's","Facility"
"F-50159280-005S_S68_L001","F-50159280-005S_S68_L001","13964","DietInt Study4","dog","Female",6.77,9.2,"No","Yes","Hill's","Facility"
"F-50159281-005S_S67_L001","F-50159281-005S_S67_L001","8177","DietInt Study4","dog","Female",10.28,10.5,"No","Yes","Hill's","Facility"
"F-50159282-005S_S72_L001","F-50159282-005S_S72_L001","15080","DietInt Study4","dog","Male",5.13,10.1,"No","Yes","Hill's","Facility"
"F-50159283-005S_S73_L001","F-50159283-005S_S73_L001","13739","DietInt Study4","dog","Male",9.32,14.5,"No","Yes","Hill's","Facility"
"F-50159284-005S_S158_L005","F-50159284-005S_S158_L005","8105","DietInt Study4","dog","Female",12.49,10.8,"No","Yes","Hill's","Facility"
"F-50159285-005S_S75_L001","F-50159285-005S_S75_L001","15082","DietInt Study4","dog","Female",5.38,9.3,"No","Yes","Hill's","Facility"
"F-50159286-005S_S71_L001","F-50159286-005S_S71_L001","13871","DietInt Study4","dog","Male",8.4,9.1,"No","Yes","Hill's","Facility"
"F-50159287-005S_S74_L001","F-50159287-005S_S74_L001","13833","DietInt Study4","dog","Male",8.58,11.2,"No","Yes","Hill's","Facility"
"F-50159288-005S_S79_L001","F-50159288-005S_S79_L001","15076","DietInt Study4","dog","Female",5.39,8.6,"No","Yes","Hill's","Facility"
"F-50159289-005S_S77_L001","F-50159289-005S_S77_L001","8279","DietInt Study4","dog","Male",13.88,10.8,"Yes","Yes","Hill's","Facility"
"F-50159290-005S_S76_L001","F-50159290-005S_S76_L001","8739","DietInt Study4","dog","Female",9.52,11.7,"No","Yes","Hill's","Facility"
"F-50159291-005S_S80_L001","F-50159291-005S_S80_L001","13837","DietInt Study4","dog","Female",8.55,7.5,"No","Yes","Hill's","Facility"
"F-50159292-005S_S78_L001","F-50159292-005S_S78_L001","13735","DietInt Study4","dog","Female",9.52,10.4,"No","Yes","Hill's","Facility"
"F-50159528-005S_S82_L001","F-50159528-005S_S82_L001","7426","DietInt Study4","dog","Male",11.88,9.5,"No","Yes","Hill's","Facility"
"F-50159529-005S_S83_L001","F-50159529-005S_S83_L001","8177","DietInt Study4","dog","Female",10.3,10.7,"No","Yes","Hill's","Facility"
"F-50159530-005S_S85_L001","F-50159530-005S_S85_L001","13795","DietInt Study4","dog","Female",8.05,10.4,"No","Yes","Hill's","Facility"
"F-50159531-005S_S86_L001","F-50159531-005S_S86_L001","8439","DietInt Study4","dog","Female",13.44,9.3,"No","Yes","Hill's","Facility"
"F-50159532-005S_S81_L001","F-50159532-005S_S81_L001","7248","DietInt Study4","dog","Female",11.87,8.3,"No","Yes","Hill's","Facility"
"F-50159533-005S_S84_L001","F-50159533-005S_S84_L001","13964","DietInt Study4","dog","Female",6.79,9,"No","Yes","Hill's","Facility"
"F-50159534-005S_S72_L004","F-50159534-005S_S72_L004","13739","DietInt Study4","dog","Male",9.34,14.4,"No","Yes","Hill's","Facility"
"F-50159535-005S_S87_L001","F-50159535-005S_S87_L001","13871","DietInt Study4","dog","Male",8.42,8.9,"No","Yes","Hill's","Facility"
"F-50159536-005S_S88_L001","F-50159536-005S_S88_L001","15080","DietInt Study4","dog","Male",5.15,9.9,"No","Yes","Hill's","Facility"
"F-50159538-005S_S73_L004","F-50159538-005S_S73_L004","15082","DietInt Study4","dog","Female",5.4,9,"No","Yes","Hill's","Facility"
"F-50159539-005S_S89_L001","F-50159539-005S_S89_L001","13833","DietInt Study4","dog","Male",8.6,11.2,"No","Yes","Hill's","Facility"
"F-50159540-005S_S184_L005","F-50159540-005S_S184_L005","8739","DietInt Study4","dog","Female",9.53,11.7,"No","Yes","Hill's","Facility"
"F-50159541-005S_S185_L005","F-50159541-005S_S185_L005","13837","DietInt Study4","dog","Female",8.57,7.3,"No","Yes","Hill's","Facility"
"F-50159542-005S_S176_L005","F-50159542-005S_S176_L005","13735","DietInt Study4","dog","Female",9.53,10.4,"No","Yes","Hill's","Facility"
"F-50159543-005S_S186_L005","F-50159543-005S_S186_L005","15076","DietInt Study4","dog","Female",5.41,8.5,"No","Yes","Hill's","Facility"
"F-50159544-005S_S173_L005","F-50159544-005S_S173_L005","8279","DietInt Study4","dog","Male",13.9,11.2,"Yes","Yes","Hill's","Facility"
"F-50159545-005S_S168_L005","F-50159545-005S_S168_L005","7426","DietInt Study4","dog","Male",11.9,9.4,"No","Yes","Hill's","Facility"
"F-50159546-005S_S167_L005","F-50159546-005S_S167_L005","13795","DietInt Study4","dog","Female",8.07,10.4,"No","Yes","Hill's","Facility"
"F-50159547-005S_S180_L005","F-50159547-005S_S180_L005","7248","DietInt Study4","dog","Female",11.89,8.1,"No","Yes","Hill's","Facility"
"F-50159548-005S_S169_L005","F-50159548-005S_S169_L005","13964","DietInt Study4","dog","Female",6.81,9,"No","Yes","Hill's","Facility"
"F-50159549-005S_S172_L005","F-50159549-005S_S172_L005","8177","DietInt Study4","dog","Female",10.32,10.2,"No","Yes","Hill's","Facility"
"F-50159550-005S_S90_L001","F-50159550-005S_S90_L001","8439","DietInt Study4","dog","Female",13.46,9.2,"No","Yes","Hill's","Facility"
"F-50159552-005S_S91_L001","F-50159552-005S_S91_L001","8105","DietInt Study4","dog","Female",12.53,10.2,"No","Yes","Hill's","Facility"
"F-50159553-005S_S76_L004","F-50159553-005S_S76_L004","13833","DietInt Study4","dog","Male",8.62,11,"No","Yes","Hill's","Facility"
"F-50159554-005S_S93_L001","F-50159554-005S_S93_L001","15080","DietInt Study4","dog","Male",5.17,10,"No","Yes","Hill's","Facility"
"F-50159555-005S_S92_L001","F-50159555-005S_S92_L001","13871","DietInt Study4","dog","Male",8.44,8.6,"No","Yes","Hill's","Facility"
"F-50159556-005S_S94_L001","F-50159556-005S_S94_L001","15082","DietInt Study4","dog","Female",5.42,9.3,"No","Yes","Hill's","Facility"
"F-50159557-005S_S97_L001","F-50159557-005S_S97_L001","8739","DietInt Study4","dog","Female",9.55,11.5,"No","Yes","Hill's","Facility"
"F-50159558-005S_S99_L001","F-50159558-005S_S99_L001","13735","DietInt Study4","dog","Female",9.55,10.1,"No","Yes","Hill's","Facility"
"F-50159559-005S_S100_L001","F-50159559-005S_S100_L001","15076","DietInt Study4","dog","Female",5.43,8.3,"No","Yes","Hill's","Facility"
"F-50159560-005S_S101_L001","F-50159560-005S_S101_L001","13837","DietInt Study4","dog","Female",8.59,7.3,"No","Yes","Hill's","Facility"
"F-50159561-005S_S98_L001","F-50159561-005S_S98_L001","8279","DietInt Study4","dog","Male",13.92,11,"Yes","Yes","Hill's","Facility"
"F-50159628-005S_S171_L005","F-50159628-005S_S171_L005","13795","DietInt Study4","dog","Female",8.09,10.2,"No","Yes","Hill's","Facility"
"F-50159629-005S_S181_L005","F-50159629-005S_S181_L005","7248","DietInt Study4","dog","Female",11.91,7.8,"No","Yes","Hill's","Facility"
"F-50159630-005S_S179_L005","F-50159630-005S_S179_L005","13964","DietInt Study4","dog","Female",6.83,8.9,"No","Yes","Hill's","Facility"
"F-50159631-005S_S178_L005","F-50159631-005S_S178_L005","8439","DietInt Study4","dog","Female",13.48,8.9,"No","Yes","Hill's","Facility"
"F-50159632-005S_S170_L005","F-50159632-005S_S170_L005","8177","DietInt Study4","dog","Female",10.33,10.1,"No","Yes","Hill's","Facility"
"F-50159633-005S_S177_L005","F-50159633-005S_S177_L005","7426","DietInt Study4","dog","Male",11.92,9.3,"No","Yes","Hill's","Facility"
"F-50159634-005S_S102_L001","F-50159634-005S_S102_L001","8105","DietInt Study4","dog","Female",12.55,10.2,"No","Yes","Hill's","Facility"
"F-50159635-005S_S105_L001","F-50159635-005S_S105_L001","13739","DietInt Study4","dog","Male",9.38,13.6,"No","Yes","Hill's","Facility"
"F-50159636-005S_S106_L001","F-50159636-005S_S106_L001","13833","DietInt Study4","dog","Male",8.64,11.5,"No","Yes","Hill's","Facility"
"F-50159637-005S_S107_L001","F-50159637-005S_S107_L001","15082","DietInt Study4","dog","Female",5.44,9.1,"No","Yes","Hill's","Facility"
"F-50159638-005S_S103_L001","F-50159638-005S_S103_L001","13871","DietInt Study4","dog","Male",8.46,8.8,"No","Yes","Hill's","Facility"
"F-50159639-005S_S104_L001","F-50159639-005S_S104_L001","15080","DietInt Study4","dog","Male",5.19,10,"No","Yes","Hill's","Facility"
"F-50159640-005S_S133_L005","F-50159640-005S_S133_L005","8739","DietInt Study4","dog","Female",9.57,11.4,"No","Yes","Hill's","Facility"
"F-50159641-005S_S132_L005","F-50159641-005S_S132_L005","8279","DietInt Study4","dog","Male",13.93,10.4,"Yes","Yes","Hill's","Facility"
"F-50159642-005S_S131_L005","F-50159642-005S_S131_L005","15076","DietInt Study4","dog","Female",5.44,8.3,"No","Yes","Hill's","Facility"
"F-50159643-005S_S130_L005","F-50159643-005S_S130_L005","13735","DietInt Study4","dog","Female",9.57,10.1,"No","Yes","Hill's","Facility"
"F-50159644-005S_S134_L005","F-50159644-005S_S134_L005","13837","DietInt Study4","dog","Female",8.61,7.1,"No","Yes","Hill's","Facility"
"F-50200638-005S_HP2247_S89","F-50200638-005S_HP2247_S89","13959","DietInt Study3","dog","Female",9.07,8.5,"No","Yes","Hill's","Facility"
"F-50200640-005S_HP2247_S78","F-50200640-005S_HP2247_S78","13938","DietInt Study3","dog","Male",9.07,11.7,"No","Yes","Hill's","Facility"
"F-50200642-005S_HP2247_S93","F-50200642-005S_HP2247_S93","7079","DietInt Study3","dog","Male",14.15,9.9,"No","Yes","Hill's","Facility"
"F-50200644-005S_HP2247_S83","F-50200644-005S_HP2247_S83","13797","DietInt Study3","dog","Male",10.33,9.7,"No","Yes","Hill's","Facility"
"F-50200646-005S_HP2247_S88","F-50200646-005S_HP2247_S88","8120","DietInt Study3","dog","Male",14.15,12.2,"No","Yes","Hill's","Facility"
"F-50200648-005S_HP2247_S97","F-50200648-005S_HP2247_S97","15065","DietInt Study3","dog","Male",6.71,13,"No","Yes","Hill's","Facility"
"F-50200650-005S_HP2247_S107","F-50200650-005S_HP2247_S107","8587","DietInt Study3","dog","Female",12.68,9.1,"No","Yes","Hill's","Facility"
"F-50200652-005S_HP2247_S134","F-50200652-005S_HP2247_S134","8587","DietInt Study3","dog","Female",12.79,9.5,"No","No","Hill's","Facility"
"F-50200655-005S_HP2247_S148","F-50200655-005S_HP2247_S148","13833","DietInt Study3","dog","Male",11.1,9.3,"No","No","Hill's","Facility"
"F-50200657-005S_HP2247_S127","F-50200657-005S_HP2247_S127","13795","DietInt Study3","dog","Female",10.44,9.6,"No","Yes","Hill's","Facility"
"F-50200659-005S_HP2247_S154","F-50200659-005S_HP2247_S154","13795","DietInt Study3","dog","Female",10.56,9.5,"No","No","Hill's","Facility"
"F-50200661-005S_HP2247_S113","F-50200661-005S_HP2247_S113","13870","DietInt Study3","dog","Male",10.81,8.3,"No","Yes","Hill's","Facility"
"F-50200663-005S_HP2247_S140","F-50200663-005S_HP2247_S140","13870","DietInt Study3","dog","Male",10.93,8,"No","No","Hill's","Facility"
"F-50200665-005S_HP2247_S106","F-50200665-005S_HP2247_S106","15048","DietInt Study3","dog","Female",6.97,11.9,"No","Yes","Hill's","Facility"
"F-50200667-005S_HP2247_S133","F-50200667-005S_HP2247_S133","15048","DietInt Study3","dog","Female",7.08,11.3,"No","No","Hill's","Facility"
"F-50200669-005S_HP2247_S111","F-50200669-005S_HP2247_S111","15097","DietInt Study3","dog","Female",6.65,10.1,"No","Yes","Hill's","Facility"
"F-50200671-005S_HP2247_S138","F-50200671-005S_HP2247_S138","15097","DietInt Study3","dog","Female",6.77,9.6,"No","No","Hill's","Facility"
"F-50200673-005S_HP2247_S121","F-50200673-005S_HP2247_S121","13833","DietInt Study3","dog","Male",10.99,9.1,"No","Yes","Hill's","Facility"
"F-50200674-005S_HP2247_S114","F-50200674-005S_HP2247_S114","13735","DietInt Study3","dog","Female",11.92,10.3,"No","Yes","Hill's","Facility"
"F-50200676-005S_HP2247_S141","F-50200676-005S_HP2247_S141","13735","DietInt Study3","dog","Female",12.04,10.5,"No","No","Hill's","Facility"
"F-50200678-005S_HP2247_S122","F-50200678-005S_HP2247_S122","13840","DietInt Study3","dog","Female",10.81,7.9,"No","Yes","Hill's","Facility"
"F-50200680-005S_HP2247_S149","F-50200680-005S_HP2247_S149","13840","DietInt Study3","dog","Female",10.93,8.2,"No","No","Hill's","Facility"
"F-50200682-005S_HP2247_S117","F-50200682-005S_HP2247_S117","8612","DietInt Study3","dog","Female",14.27,8.4,"No","Yes","Hill's","Facility"
"F-50200684-005S_HP2247_S144","F-50200684-005S_HP2247_S144","8612","DietInt Study3","dog","Female",14.38,8.4,"No","Yes","Hill's","Facility"
"F-50200686-005S_HP2247_S150","F-50200686-005S_HP2247_S150","13964","DietInt Study3","dog","Female",9.29,8.8,"No","Yes","Hill's","Facility"
"F-50200688-005S_HP2247_S104","F-50200688-005S_HP2247_S104","13871","DietInt Study3","dog","Male",10.81,8.6,"No","Yes","Hill's","Facility"
"F-50200690-005S_HP2247_S131","F-50200690-005S_HP2247_S131","13871","DietInt Study3","dog","Male",10.92,8.9,"No","Yes","Hill's","Facility"
"F-50200692-005S_HP2247_S128","F-50200692-005S_HP2247_S128","15340","DietInt Study3","dog","Male",5.71,12.5,"No","Yes","Hill's","Facility"
"F-50200694-005S_HP2247_S155","F-50200694-005S_HP2247_S155","15340","DietInt Study3","dog","Male",5.83,11.8,"No","No","Hill's","Facility"
"F-50200696-005S_HP2247_S108","F-50200696-005S_HP2247_S108","15080","DietInt Study3","dog","Male",7.54,10.4,"No","Yes","Hill's","Facility"
"F-50200698-005S_HP2247_S135","F-50200698-005S_HP2247_S135","15080","DietInt Study3","dog","Male",7.65,10.2,"No","No","Hill's","Facility"
"F-50200700-005S_HP2247_S125","F-50200700-005S_HP2247_S125","15411","DietInt Study3","dog","Male",5.36,10.6,"No","Yes","Hill's","Facility"
"F-50200702-005S_HP2247_S152","F-50200702-005S_HP2247_S152","15411","DietInt Study3","dog","Male",5.47,11,"No","No","Hill's","Facility"
"F-50200704-005S_HP2247_S123","F-50200704-005S_HP2247_S123","13964","DietInt Study3","dog","Female",9.18,9.1,"No","Yes","Hill's","Facility"
"F-50200706-005S_HP2247_S156","F-50200706-005S_HP2247_S156","13837","DietInt Study3","dog","Female",11.08,6.5,"No","Yes","Hill's","Facility"
"F-50200708-005S_HP2247_S119","F-50200708-005S_HP2247_S119","7354","DietInt Study3","dog","Male",14.27,10.1,"No","Yes","Hill's","Facility"
"F-50200710-005S_HP2247_S146","F-50200710-005S_HP2247_S146","7354","DietInt Study3","dog","Male",14.38,9.9,"No","No","Hill's","Facility"
"F-50200712-005S_HP2247_S126","F-50200712-005S_HP2247_S126","8159","DietInt Study3","dog","Male",14.26,11.1,"No","Yes","Hill's","Facility"
"F-50200714-005S_HP2247_S153","F-50200714-005S_HP2247_S153","8159","DietInt Study3","dog","Male",14.37,10.9,"No","No","Hill's","Facility"
"F-50200716-005S_HP2247_S118","F-50200716-005S_HP2247_S118","13825","DietInt Study3","dog","Male",10.95,12.4,"No","Yes","Hill's","Facility"
"F-50200718-005S_HP2247_S145","F-50200718-005S_HP2247_S145","13825","DietInt Study3","dog","Male",11.07,12.9,"Yes","Yes","Hill's","Facility"
"F-50200720-005S_HP2247_S103","F-50200720-005S_HP2247_S103","13937","DietInt Study3","dog","Male",9.19,12.3,"No","Yes","Hill's","Facility"
"F-50200722-005S_HP2247_S130","F-50200722-005S_HP2247_S130","13937","DietInt Study3","dog","Male",9.3,12.4,"No","No","Hill's","Facility"
"F-50200724-005S_HP2247_S129","F-50200724-005S_HP2247_S129","13837","DietInt Study3","dog","Female",10.96,6.5,"No","Yes","Hill's","Facility"
"F-50200726-005S_HP2247_S139","F-50200726-005S_HP2247_S139","13944","DietInt Study3","dog","Male",9.3,11.7,"No","No","Hill's","Facility"
"F-50200728-005S_HP2247_S109","F-50200728-005S_HP2247_S109","8739","DietInt Study3","dog","Female",11.92,12.2,"No","Yes","Hill's","Facility"
"F-50200730-005S_HP2247_S136","F-50200730-005S_HP2247_S136","8739","DietInt Study3","dog","Female",12.04,12,"No","No","Hill's","Facility"
"F-50200736-005S_HP2247_S115","F-50200736-005S_HP2247_S115","8120","DietInt Study3","dog","Male",14.27,11.9,"No","Yes","Hill's","Facility"
"F-50200738-005S_HP2247_S142","F-50200738-005S_HP2247_S142","8120","DietInt Study3","dog","Male",14.36,12,"Yes","Yes","Hill's","Facility"
"F-50200740-005S_HP2247_S124","F-50200740-005S_HP2247_S124","15065","DietInt Study3","dog","Male",6.82,13.4,"No","Yes","Hill's","Facility"
"F-50200742-005S_HP2247_S151","F-50200742-005S_HP2247_S151","15065","DietInt Study3","dog","Male",6.94,13.5,"No","No","Hill's","Facility"
"F-50200744-005S_HP2247_S112","F-50200744-005S_HP2247_S112","13944","DietInt Study3","dog","Male",9.18,11.1,"No","Yes","Hill's","Facility"
"F-50200746-005S_HP2247_S132","F-50200746-005S_HP2247_S132","13938","DietInt Study3","dog","Male",9.3,11.4,"No","No","Hill's","Facility"
"F-50200748-005S_HP2247_S120","F-50200748-005S_HP2247_S120","7079","DietInt Study3","dog","Male",14.27,9.8,"No","Yes","Hill's","Facility"
"F-50200750-005S_HP2247_S147","F-50200750-005S_HP2247_S147","7079","DietInt Study3","dog","Male",14.38,9.8,"No","No","Hill's","Facility"
"F-50200752-005S_HP2247_S110","F-50200752-005S_HP2247_S110","13797","DietInt Study3","dog","Male",10.45,9.4,"No","Yes","Hill's","Facility"
"F-50200754-005S_HP2247_S137","F-50200754-005S_HP2247_S137","13797","DietInt Study3","dog","Male",10.56,9.9,"No","Yes","Hill's","Facility"
"F-50200756-005S_HP2247_S94","F-50200756-005S_HP2247_S94","13833","DietInt Study3","dog","Male",10.87,9.5,"No","Yes","Hill's","Facility"
"F-50200758-005S_HP2247_S100","F-50200758-005S_HP2247_S100","13795","DietInt Study3","dog","Female",10.33,9,"No","Yes","Hill's","Facility"
"F-50200760-005S_HP2247_S86","F-50200760-005S_HP2247_S86","13870","DietInt Study3","dog","Male",10.7,8.2,"No","Yes","Hill's","Facility"
"F-50200762-005S_HP2247_S80","F-50200762-005S_HP2247_S80","8587","DietInt Study3","dog","Female",12.56,9.6,"No","Yes","Hill's","Facility"
"F-50200764-005S_HP2247_S116","F-50200764-005S_HP2247_S116","13959","DietInt Study3","dog","Female",9.18,7.9,"No","Yes","Hill's","Facility"
"F-50200766-005S_HP2247_S143","F-50200766-005S_HP2247_S143","13959","DietInt Study3","dog","Female",9.3,8,"No","No","Hill's","Facility"
"F-50200768-005S_HP2247_S105","F-50200768-005S_HP2247_S105","13938","DietInt Study3","dog","Male",9.19,11.3,"No","Yes","Hill's","Facility"
"F-50200770-005S_HP2247_S98","F-50200770-005S_HP2247_S98","15411","DietInt Study3","dog","Male",5.24,9.9,"No","Yes","Hill's","Facility"
"F-50200772-005S_HP2247_S96","F-50200772-005S_HP2247_S96","13964","DietInt Study3","dog","Female",9.06,9.8,"No","Yes","Hill's","Facility"
"F-50200774-005S_HP2247_S77","F-50200774-005S_HP2247_S77","13871","DietInt Study3","dog","Male",10.69,8.6,"No","Yes","Hill's","Facility"
"F-50200776-005S_HP2247_S101","F-50200776-005S_HP2247_S101","15340","DietInt Study3","dog","Male",5.59,12.6,"No","Yes","Hill's","Facility"
"F-50200778-005S_HP2247_S87","F-50200778-005S_HP2247_S87","13735","DietInt Study3","dog","Female",11.81,10.2,"No","Yes","Hill's","Facility"
"F-50200780-005S_HP2247_S95","F-50200780-005S_HP2247_S95","13840","DietInt Study3","dog","Female",10.7,7.9,"No","Yes","Hill's","Facility"
"F-50200782-005S_HP2247_S90","F-50200782-005S_HP2247_S90","8612","DietInt Study3","dog","Female",14.15,8.3,"No","Yes","Hill's","Facility"
"F-50200784-005S_HP2247_S79","F-50200784-005S_HP2247_S79","15048","DietInt Study3","dog","Female",6.85,11.4,"No","Yes","Hill's","Facility"
"F-50200786-005S_HP2247_S84","F-50200786-005S_HP2247_S84","15097","DietInt Study3","dog","Female",6.54,10.7,"No","Yes","Hill's","Facility"
"F-50200788-005S_HP2247_S85","F-50200788-005S_HP2247_S85","13944","DietInt Study3","dog","Male",9.07,10.6,"No","Yes","Hill's","Facility"
"F-50200790-005S_HP2247_S82","F-50200790-005S_HP2247_S82","8739","DietInt Study3","dog","Female",11.81,12.5,"No","Yes","Hill's","Facility"
"F-50200792-005S_HP2247_S75","F-50200792-005S_HP2247_S75","8105","DietInt Study3","dog","Female",14.79,9.5,"No","Yes","Hill's","Facility"
"F-50200794-005S_HP2247_S91","F-50200794-005S_HP2247_S91","13825","DietInt Study3","dog","Male",10.84,12.7,"No","Yes","Hill's","Facility"
"F-50200796-005S_HP2247_S76","F-50200796-005S_HP2247_S76","13937","DietInt Study3","dog","Male",9.07,12,"No","Yes","Hill's","Facility"
"F-50200798-005S_HP2247_S102","F-50200798-005S_HP2247_S102","13837","DietInt Study3","dog","Female",10.85,6.6,"No","Yes","Hill's","Facility"
"F-50200800-005S_HP2247_S92","F-50200800-005S_HP2247_S92","7354","DietInt Study3","dog","Male",14.15,10,"No","Yes","Hill's","Facility"
"F-50200802-005S_HP2247_S99","F-50200802-005S_HP2247_S99","8159","DietInt Study3","dog","Male",14.14,11.4,"No","Yes","Hill's","Facility"
"F-50200804-005S_HP2247_S81","F-50200804-005S_HP2247_S81","15080","DietInt Study3","dog","Male",7.42,10.1,"No","Yes","Hill's","Facility"
"F-50183809-003S_HPN2131_S467","F-50183809-003S_HPN2131_S467","17427","Cross-sectional Study1","dog","Female",1.22,6.1,"No","No","Hill's","Facility"
"F-50183811-003S_HPN2131_S436","F-50183811-003S_HPN2131_S436","17421","Cross-sectional Study1","dog","Male",0.51,2.9,"No","No","Hill's","Facility"
"F-50183812-003S_HPN2131_S445","F-50183812-003S_HPN2131_S445","17421","Cross-sectional Study1","dog","Male",0.76,3.5,"No","No","Hill's","Facility"
"F-50183813-003S_HPN2131_S440","F-50183813-003S_HPN2131_S440","17427","Cross-sectional Study1","dog","Female",0.47,4.4,"No","No","Hill's","Facility"
"F-50183814-003S_HPN2131_S449","F-50183814-003S_HPN2131_S449","17427","Cross-sectional Study1","dog","Female",0.72,5.5,"No","No","Hill's","Facility"
"F-50183815-003S_HPN2131_S458","F-50183815-003S_HPN2131_S458","17427","Cross-sectional Study1","dog","Female",0.97,5.8,"No","No","Hill's","Facility"
"F-50183816-003S_HPN2131_S466","F-50183816-003S_HPN2131_S466","17426","Cross-sectional Study1","dog","Female",1.22,4,"No","No","Hill's","Facility"
"F-50183818-003S_HPN2131_S439","F-50183818-003S_HPN2131_S439","17426","Cross-sectional Study1","dog","Female",0.47,3,"No","No","Hill's","Facility"
"F-50183819-003S_HPN2131_S448","F-50183819-003S_HPN2131_S448","17426","Cross-sectional Study1","dog","Female",0.72,3.3,"No","No","Hill's","Facility"
"F-50183820-003S_HPN2131_S457","F-50183820-003S_HPN2131_S457","17426","Cross-sectional Study1","dog","Female",0.97,3.5,"No","No","Hill's","Facility"
"F-50183821-003S_HPN2131_S455","F-50183821-003S_HPN2131_S455","17420","Cross-sectional Study1","dog","Male",1.01,4.3,"No","No","Hill's","Facility"
"F-50183822-003S_HPN2131_S464","F-50183822-003S_HPN2131_S464","17420","Cross-sectional Study1","dog","Male",1.26,4.5,"No","No","Hill's","Facility"
"F-50183824-003S_HPN2131_S465","F-50183824-003S_HPN2131_S465","17424","Cross-sectional Study1","dog","Male",1.22,5.5,"No","No","Hill's","Facility"
