"sample_id","sample_id_metaphlan","subject_id","study_readable","species","sex","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"A39_04_1FE","A39_04_1FE","A39_04_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A13_03_1FE","A13_03_1FE","A13_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A70_03_1FE","A70_03_1FE","A70_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A07_01_1FE","A07_01_1FE","A07_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A62_03_1FE","A62_03_1FE","A62_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A91_02_1FE","A91_02_1FE","A91_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A72_01_1FE","A72_01_1FE","A72_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V36_02_2FE","V36_02_2FE","V36_02_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V50_01_2FE","V50_01_2FE","V50_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A05_01_1FE","A05_01_1FE","A05_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A03_01_1FE","A03_01_1FE","A03_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A67_01_1FE","A67_01_1FE","A67_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V50_01_1FE","V50_01_1FE","V50_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A27_02_1FE","A27_02_1FE","A27_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A10_01_1FE","A10_01_1FE","A10_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A81_03_1FE","A81_03_1FE","A81_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A20_03_1FE","A20_03_1FE","A20_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A34_02_1FE","A34_02_1FE","A34_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A36_01_1FE","A36_01_1FE","A36_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A72_02_1FE","A72_02_1FE","A72_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A40_02_1FE","A40_02_1FE","A40_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A42_02_1FE","A42_02_1FE","A42_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A41_01_1FE","A41_01_1FE","A41_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A81_01_1FE","A81_01_1FE","A81_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A73_02_1FE","A73_02_1FE","A73_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A92_01_1FE","A92_01_1FE","A92_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A04_04_1FE","A04_04_1FE","A04_04_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A55_02_1FE","A55_02_1FE","A55_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V01_01_1FE","V01_01_1FE","V01_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A95_01_1FE","A95_01_1FE","A95_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A39_01_1FE","A39_01_1FE","A39_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A69_01_1FE","A69_01_1FE","A69_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A90_03_1FE","A90_03_1FE","A90_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V54_01_1FE","V54_01_1FE","V54_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A15_02_1FE","A15_02_1FE","A15_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A89_01_1FE","A89_01_1FE","A89_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V18_02_1FE","V18_02_1FE","V18_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V53_02_1FE","V53_02_1FE","V53_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A28_02_1FE","A28_02_1FE","A28_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V19_01_2FE","V19_01_2FE","V19_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A13_01_1FE","A13_01_1FE","A13_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A58_01_1FE","A58_01_1FE","A58_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A48_01_1FE","A48_01_1FE","A48_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A10_02_1FE","A10_02_1FE","A10_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A45_02_1FE","A45_02_1FE","A45_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V12_01_2FE","V12_01_2FE","V12_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A54_02_1FE","A54_02_1FE","A54_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A58_03_1FE","A58_03_1FE","A58_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A48_05_1FE","A48_05_1FE","A48_05_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V07_01_2FE","V07_01_2FE","V07_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A49_01_1FE","A49_01_1FE","A49_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A34_01_1FE","A34_01_1FE","A34_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A47_01_1FE","A47_01_1FE","A47_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A43_02_1FE","A43_02_1FE","A43_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A29_01_1FE","A29_01_1FE","A29_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V48_03_2FE","V48_03_2FE","V48_03_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A70_01_1FE","A70_01_1FE","A70_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A06_01_1FE","A06_01_1FE","A06_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V07_02_2FE","V07_02_2FE","V07_02_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A24_04_1FE","A24_04_1FE","A24_04_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A44_01_1FE","A44_01_1FE","A44_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A14_01_1FE","A14_01_1FE","A14_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A19_01_1FE","A19_01_1FE","A19_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A93_01_1FE","A93_01_1FE","A93_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A83_02_1FE","A83_02_1FE","A83_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A08_01_1FE","A08_01_1FE","A08_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A59_01_1FE","A59_01_1FE","A59_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V31_01_2FE","V31_01_2FE","V31_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A75_02_1FE","A75_02_1FE","A75_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A09_02_1FE","A09_02_1FE","A09_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A94_02_1FE","A94_02_1FE","A94_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A46_01_1FE","A46_01_1FE","A46_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A66_02_1FE","A66_02_1FE","A66_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A11_01_1FE","A11_01_1FE","A11_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A23_01_1FE","A23_01_1FE","A23_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A35_01_1FE","A35_01_1FE","A35_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A22_01_1FE","A22_01_1FE","A22_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A02_01_1FE","A02_01_1FE","A02_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V06_02_1FE","V06_02_1FE","V06_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"mgm4629293","mgm4629293","BY114","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629288","mgm4629288","BY142","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629274","mgm4629274","BY170","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629277","mgm4629277","BY198","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629291","mgm4629291","BY226","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629276","mgm4629276","BY255","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629280","mgm4629280","BY282","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629281","mgm4629281","BY310","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629279","mgm4629279","BY338","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629275","mgm4629275","BY366","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629287","mgm4629287","BY395","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629290","mgm4629290","BY422","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629282","mgm4629282","BY450","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629278","mgm4629278","BY478","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629285","mgm4629285","BY508","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629289","mgm4629289","BY536","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629292","mgm4629292","Dula_14","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629283","mgm4629283","Emma_12","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629284","mgm4629284","Katy_13","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"mgm4629286","mgm4629286","Smudge_11","Young et al.","cat",NA,0.326027397260274,NA,NA,NA,"Public","Facility"
"SRR16235409","reSRR16235409","111468","Ma et al.","cat","Male",0.333333333333333,2.2,"No",NA,"Public","Facility"
"SRR16235408","reSRR16235408","111473","Ma et al.","cat","Male",0.333333333333333,2.6,"No",NA,"Public","Facility"
"SRR16235401","reSRR16235401","81392","Ma et al.","cat","Female",6,2.64,"No",NA,"Public","Facility"
"SRR16235400","reSRR16235400","111030","Ma et al.","cat","Female",6,3.26,"No",NA,"Public","Facility"
"SRR16235399","reSRR16235399","111041","Ma et al.","cat","Male",6,4.08,"No",NA,"Public","Facility"
"SRR16235398","reSRR16235398","9Z110","Ma et al.","cat","Female",0.666666666666667,2.41,"No",NA,"Public","Facility"
"SRR16235397","reSRR16235397","9Z113","Ma et al.","cat","Female",0.666666666666667,2.54,"No",NA,"Public","Facility"
"SRR16235396","reSRR16235396","9Z116","Ma et al.","cat","Male",0.666666666666667,3.38,"No",NA,"Public","Facility"
"SRR16235395","reSRR16235395","D001","Ma et al.","cat","Male",6,7,"No",NA,"Public","Facility"
"SRR16235394","reSRR16235394","F001","Ma et al.","cat","Male",6,5.55,"No",NA,"Public","Facility"
"SRR16235407","reSRR16235407","G001","Ma et al.","cat","Male",6,5.35,"No",NA,"Public","Facility"
"SRR16235406","reSRR16235406","H001","Ma et al.","cat","Male",6,6.25,"No",NA,"Public","Facility"
"SRR16235405","reSRR16235405","I001","Ma et al.","cat","Male",6,5.7,"No",NA,"Public","Facility"
"SRR16235404","reSRR16235404","J001","Ma et al.","cat","Male",6,7,"No",NA,"Public","Facility"
"SRR16235403","reSRR16235403","K001","Ma et al.","cat","Male",6,6.6,"No",NA,"Public","Facility"
"SRR16235402","reSRR16235402","L001","Ma et al.","cat","Male",6,6.5,"No",NA,"Public","Facility"
"SRR14842426","SRR14842426","L2","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842425","SRR14842425","Morgan","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842407","SRR14842407","L22","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842396","SRR14842396","L3","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842385","SRR14842385","L21","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842374","SRR14842374","L23","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842363","SRR14842363","L8","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842352","SRR14842352","L13","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842341","SRR14842341","L15","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842330","SRR14842330","Brandy","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842424","SRR14842424","L14","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842415","SRR14842415","L16","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842412","SRR14842412","SALPHOND4","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842410","SRR14842410","Dany","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842409","SRR14842409","Jacky","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842408","SRR14842408","Morgan","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842405","SRR14842405","Brandy","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842404","SRR14842404","I1","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842402","SRR14842402","Soyie","Yarlagadda et al.","dog",NA,NA,NA,"No",NA,"Public","Facility"
"SRR14842401","SRR14842401","I2","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842399","SRR14842399","I3","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842398","SRR14842398","I4","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842397","SRR14842397","I5","Yarlagadda et al.","dog",NA,NA,NA,"No",NA,"Public","Facility"
"SRR14842395","SRR14842395","I6","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842394","SRR14842394","IS8","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842393","SRR14842393","I8","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842392","SRR14842392","IS10","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842391","SRR14842391","IS9","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842390","SRR14842390","IS3","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842388","SRR14842388","IS12","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842387","SRR14842387","IS4","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842386","SRR14842386","IS5","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842384","SRR14842384","I7","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842383","SRR14842383","I9","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842381","SRR14842381","I10","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842380","SRR14842380","IS7","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842379","SRR14842379","SALPHOND3","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842378","SRR14842378","Laila","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842377","SRR14842377","IS2","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842376","SRR14842376","IS11","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Stray"
"SRR14842375","SRR14842375","IS1","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842373","SRR14842373","IS6","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842372","SRR14842372","IS13","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842371","SRR14842371","Sihar","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842369","SRR14842369","I11","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842368","SRR14842368","Scott","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842367","SRR14842367","SALPHOND7","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842366","SRR14842366","IS14","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Stray"
"SRR14842365","SRR14842365","I12","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842364","SRR14842364","Buddy","Yarlagadda et al.","dog","Female",NA,NA,"No",NA,"Public","Facility"
"SRR14842362","SRR14842362","I13","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842360","SRR14842360","I14","Yarlagadda et al.","dog","Male",NA,NA,"No",NA,"Public","Facility"
"SRR14842359","SRR14842359","SASSDOG1","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842358","SRR14842358","SACRHOND1","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842357","SRR14842357","SACRHOND2","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842356","SRR14842356","SAADFHOND2","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842355","SRR14842355","SASFHOND1()","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842354","SRR14842354","SAJHHOND2","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842353","SRR14842353","SALPHOND5","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842351","SRR14842351","LA20","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842350","SRR14842350","LA27","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842348","SRR14842348","LA19","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842347","SRR14842347","L28","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842346","SRR14842346","L17","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842345","SRR14842345","LA7","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842344","SRR14842344","L18","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842343","SRR14842343","SAJBHHOND1","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842342","SRR14842342","L4","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842340","SRR14842340","L12","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842338","SRR14842338","L5","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842337","SRR14842337","L25","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842336","SRR14842336","L9","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842335","SRR14842335","L1","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842334","SRR14842334","L6","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842333","SRR14842333","IPerm","Yarlagadda et al.","dog",NA,NA,NA,"No",NA,"Public","Facility"
"SRR14842332","SRR14842332","SASFHOND2","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842331","SRR14842331","Dany","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842328","SRR14842328","L26","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842327","SRR14842327","LA24","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842325","SRR14842325","L10","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842324","SRR14842324","L11","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Household"
"SRR14842323","SRR14842323","SALPHOND1","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842320","SRR14842320","SAJHHOND1","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842423","SRR14842423","Jacky","Yarlagadda et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR14842422","SRR14842422","SAADFHOND3","Yarlagadda et al.","dog","Male",NA,NA,NA,NA,"Public","Household"
"SRR14842420","SRR14842420","SAJHHOND4","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842419","SRR14842419","SALPHOND6","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR14842418","SRR14842418","SALPHOND2","Yarlagadda et al.","dog","Female",NA,NA,NA,NA,"Public","Household"
"SRR13972939","reSRR13972939_1","S04","Tanprasertsuk et al.","dog","Female",2.25,NA,"No",NA,"Public","Household"
"SRR13972938","reSRR13972938_1","S08","Tanprasertsuk et al.","dog","Female",12.5,NA,"No",NA,"Public","Household"
"SRR13972927","reSRR13972927_1","S09","Tanprasertsuk et al.","dog","Male",4.666666667,NA,"No",NA,"Public","Household"
"SRR13972916","reSRR13972916_1","S10","Tanprasertsuk et al.","dog","Male",9.333333333,NA,"No",NA,"Public","Household"
"SRR13972905","reSRR13972905_1","S11","Tanprasertsuk et al.","dog","Female",2.166666667,NA,"No",NA,"Public","Household"
"SRR13972894","reSRR13972894_1","S16","Tanprasertsuk et al.","dog","Male",1.416666667,NA,"No",NA,"Public","Household"
"SRR13972887","reSRR13972887_1","S18","Tanprasertsuk et al.","dog","Male",4.75,NA,"No",NA,"Public","Household"
"SRR13972886","reSRR13972886_1","S21","Tanprasertsuk et al.","dog","Male",3.083333333,NA,"No",NA,"Public","Household"
"SRR13972885","reSRR13972885_1","S22","Tanprasertsuk et al.","dog","Male",7.5,NA,"No",NA,"Public","Household"
"SRR13972884","reSRR13972884_1","S23","Tanprasertsuk et al.","dog","Female",1.083333333,NA,"No",NA,"Public","Household"
"SRR13972937","reSRR13972937_1","S24","Tanprasertsuk et al.","dog","Female",4,NA,"No",NA,"Public","Household"
"SRR13972936","reSRR13972936_1","S26","Tanprasertsuk et al.","dog","Female",2.083333333,NA,"No",NA,"Public","Household"
"SRR13972935","reSRR13972935_1","S28","Tanprasertsuk et al.","dog","Male",8.916666667,NA,"No",NA,"Public","Household"
"SRR13972934","reSRR13972934_1","S31","Tanprasertsuk et al.","dog","Female",7.916666667,NA,"No",NA,"Public","Household"
"SRR13972933","reSRR13972933_1","S33","Tanprasertsuk et al.","dog","Male",5.583333333,NA,"No",NA,"Public","Household"
"SRR13972932","reSRR13972932_1","S35","Tanprasertsuk et al.","dog","Male",2.583333333,NA,"No",NA,"Public","Household"
"SRR13972931","reSRR13972931_1","S36","Tanprasertsuk et al.","dog","Female",2.416666667,NA,"No",NA,"Public","Household"
"SRR13972930","reSRR13972930_1","S37","Tanprasertsuk et al.","dog","Female",12.66666667,NA,"No",NA,"Public","Household"
"SRR13972929","reSRR13972929_1","S38","Tanprasertsuk et al.","dog","Female",2,NA,"No",NA,"Public","Household"
"SRR13972928","reSRR13972928_1","S39","Tanprasertsuk et al.","dog","Male",1,NA,"No",NA,"Public","Household"
"SRR13972926","reSRR13972926_1","S42","Tanprasertsuk et al.","dog","Female",4.666666667,NA,"No",NA,"Public","Household"
"SRR13972925","reSRR13972925_1","S45","Tanprasertsuk et al.","dog","Female",8.5,NA,"No",NA,"Public","Household"
"SRR13972924","reSRR13972924_1","S50","Tanprasertsuk et al.","dog","Female",3.083333333,NA,"No",NA,"Public","Household"
"SRR13972923","reSRR13972923_1","S52","Tanprasertsuk et al.","dog","Male",1.833333333,NA,"No",NA,"Public","Household"
"SRR13972922","reSRR13972922_1","S54","Tanprasertsuk et al.","dog","Male",2,NA,"No",NA,"Public","Household"
"SRR13972921","reSRR13972921_1","S56","Tanprasertsuk et al.","dog","Male",4.5,NA,"No",NA,"Public","Household"
"SRR13972920","reSRR13972920_1","S43","Tanprasertsuk et al.","dog","Female",9.333333333,NA,"No",NA,"Public","Household"
"SRR13972919","reSRR13972919_1","S47","Tanprasertsuk et al.","dog","Male",13.16666667,NA,"No",NA,"Public","Household"
"SRR13972918","reSRR13972918_1","S04","Tanprasertsuk et al.","dog","Female",2.25,NA,"No",NA,"Public","Household"
"SRR13972917","reSRR13972917_1","S08","Tanprasertsuk et al.","dog","Female",12.5,NA,"No",NA,"Public","Household"
"SRR13972915","reSRR13972915_1","S09","Tanprasertsuk et al.","dog","Male",4.666666667,NA,"No",NA,"Public","Household"
"SRR13972914","reSRR13972914_1","S10","Tanprasertsuk et al.","dog","Male",9.333333333,NA,"No",NA,"Public","Household"
"SRR13972913","reSRR13972913_1","S11","Tanprasertsuk et al.","dog","Female",2.166666667,NA,"No",NA,"Public","Household"
"SRR13972912","reSRR13972912_1","S16","Tanprasertsuk et al.","dog","Male",1.416666667,NA,"No",NA,"Public","Household"
"SRR13972911","reSRR13972911_1","S18","Tanprasertsuk et al.","dog","Male",4.75,NA,"No",NA,"Public","Household"
"SRR13972910","reSRR13972910_1","S21","Tanprasertsuk et al.","dog","Male",3.083333333,NA,"No",NA,"Public","Household"
