"feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"Firmicutes_SGB_4159","species","human",1.06505033147414,0.224585551967229,2989,29,1.20762201319743e-05,8.89866470974856e-05,"cat,facility",5.15242347488457e-05
"Firmicutes_SGB_6522","species","human",0.980960018404785,0.208275991336335,2989,36,1.24100460294718e-05,9.13038643915582e-05,"cat,facility",5.28847383207732e-05
"Methanosphaera_stadtmanae_SGB_698","species","human",1.30164829751847,0.280234378854946,2989,38,1.29264119700083e-05,9.37860905393216e-05,"dog,facility",5.49527874253838e-05
"Porphyromonas_gingivicanis_SGB_2063","species","human",-0.294916523125548,0.0674349588223809,2989,63,1.2911576585357e-05,9.37860905393216e-05,"dog,facility",5.49527874253838e-05
"Rothia_mucilaginosa_SGB_16971","species","human",1.13816254387349,0.22714011279072,2989,36,1.3242020195392e-05,9.71218775139484e-05,"cat,facility",5.62269212858361e-05
"Vescimonas_coprocola_SGB_15089","species","human",3.57789409436894,0.671366033943584,2989,230,1.34442441776133e-05,9.84519495987955e-05,"cat,facility",5.70171362784391e-05
"Faecalimonas_umbilicata_SGB_4583","species","human",-14.2376543306574,1.9812996405508,2989,2130,1.44271522424348e-05,0.00010451374804197,"dog,facility",6.11123802173556e-05
"Megasphaera_sp_DJF_B143_SGB_5852","species","cat",0.574983480823527,0.132556405705236,2989,43,1.5452757103286e-05,0.000111771782974075,"dog,facility",6.53784711415342e-05
"Holdemanella_porci_SGB_6796","species","cat",-3.23788206318167,0.744159875906844,2989,1842,1.58679072482764e-05,0.00011459885234743,"dog,facility",6.70547048233616e-05
"Oscillospiraceae_bacterium_CLA_AA_H250_SGB_14861","species","human",6.05313237850944,1.07212016362146,2989,294,1.61546265769058e-05,0.000116491160453651,"dog,facility",6.81848618168447e-05
"Peptostreptococcus_canis_SGB_77430","species","human",-0.322690354981181,0.0746958449809976,2989,62,1.63938178429884e-05,0.000118035488469516,"dog,facility",6.91119591306913e-05
"Oscillospiraceae_SGB_15103","species","human",1.65085929421902,0.376872945935486,2989,75,1.6896748232652e-05,0.000122623161192087,"cat,facility",7.11473791653454e-05
"Lactobacillaceae_SGB_7083","species","cat",-0.76949532066431,0.178426190537359,2989,96,1.71044081966884e-05,0.000122776847877599,"dog,facility",7.19361376833375e-05
"Faecalibacterium_sp_CLA_AA_H233_SGB_15315","species","human",5.43015037976346,0.68900708351538,2989,208,1.79039401679688e-05,0.000129501505877517,"cat,facility",7.52093068576077e-05
"Sutterellaceae_SGB_9284","species","cat",-3.41424650875146,0.789359853672133,2989,976,1.80577012871911e-05,0.000129422673663212,"dog,facility",7.57652306676096e-05
"Terrisporobacter_mayombei_SGB_65115","species","cat",-1.01298654922359,0.223470838627541,2989,174,1.82219444800716e-05,0.000130401654276203,"dog,facility",7.63637649597313e-05
"Oscillospiraceae_unclassified_SGB15253_SGB_15253","species","cat",-0.30839506530242,0.0697682716926535,2989,43,1.91055731592385e-05,0.0001363114720408,"dog,facility",7.99720855197947e-05
"Firmicutes_SGB_15385","species","human",1.69191278417703,0.345949428835362,2989,78,2.00471250119822e-05,0.000142597649406498,"dog,facility",8.38140439330745e-05
"Clostridiaceae_unclassified_SGB66046_SGB_66046","species","cat",-0.975128629401398,0.228168428105112,2989,333,2.0710877796172e-05,0.00014709713808245,"dog,facility",8.64868651299414e-05
"Blautia_hansenii_SGB_4794","species","human",-14.4510042041839,2.18081017095962,2989,2170,2.07469792890749e-05,0.000147131961394402,"dog,facility",8.65354548885117e-05
"Prevotellaceae_SGB_1667","species","human",0.430161444420252,0.0971328593156617,2989,30,2.08354936442209e-05,0.000149331592744902,"cat,facility",8.68022862421782e-05
"Erysipelotrichaceae_SGB_6837","species","cat",0.549047266557742,0.128500075213058,2989,126,2.10395382214383e-05,0.000148982676054509,"dog,facility",8.75492313990909e-05
"Coprococcus_eutactus_SGB_5118","species","human",1.48289541893741,0.342128071077947,2989,53,2.17668134814732e-05,0.000153671096375191,"dog,facility",9.04691178425038e-05
"Succinivibrionaceae_SGB_3675","species","human",-0.304046818466537,0.0715970011795139,2989,51,2.27689153073924e-05,0.00016002713053601,"dog,facility",9.45230674204776e-05
"Leucobacter_sp_OH1287_SGB_33648","species","cat",-1.08612720517184,0.249763054495316,2989,246,2.40870392627163e-05,0.000168788227582422,"dog,facility",9.98779107529045e-05
"Gemmiger_SGB15301_SGB_15301","species","human",3.09925797304185,0.595155224615709,2989,69,2.42881998704267e-05,0.00017250474486285,"cat,facility",0.000100594101805268
"Peptostreptococcus_russellii_SGB_743","species","cat",-1.91254430084701,0.45164816335948,2989,336,2.46789376047257e-05,0.000172679331964223,"dog,facility",0.000102092868196392
"Firmicutes_SGB_14182","species","human",0.732284137952278,0.170711460016457,2989,43,2.57336987484533e-05,0.000179792775255861,"dog,facility",0.000106331883730466
"Firmicutes_SGB_14136","species","human",1.43723291187972,0.309311926389618,2989,34,2.59755702896092e-05,0.00018365935455142,"cat,facility",0.000107206058476485
"Oscillospiraceae_bacterium_CLA_AA_H250_SGB_14861","species","human",5.80138476350071,1.11246092701556,2989,294,2.67931545451759e-05,0.000189156462327919,"cat,facility",0.000110451500729938
"Alistipes_finegoldii_SGB_2301","species","human",4.57808853927544,0.866542566038421,2989,181,2.74810243228508e-05,0.000191716731814444,"dog,facility",0.000113155277101191
"Firmicutes_SGB_4350","species","human",0.793049793699582,0.184431843949858,2989,28,2.75852420795144e-05,0.000192159529759217,"dog,facility",0.000113452327017724
"Intestinimonas_massiliensis_SGB_15127","species","human",0.769393467925996,0.179816750721119,2989,62,2.7757321983864e-05,0.000195670449141857,"cat,facility",0.000114027465571344
"Clostridium_sp_NSJ_42_SGB_6174","species","human",1.95404551731003,0.449506846376892,2989,77,2.87624801026397e-05,0.000200064684607742,"dog,facility",0.000118019596430437
"Oscillospiraceae_SGB_15013","species","human",0.765341728736936,0.174915725579443,2989,26,2.88657590935064e-05,0.000202877674940352,"cat,facility",0.000118306129679875
"Enterococcus_cecorum_SGB_7961","species","cat",-1.72862694037835,0.41207540087969,2989,424,2.92000697982339e-05,0.000202809321308499,"dog,facility",0.00011953778573652
"Firmicutes_SGB_6276","species","human",2.24737093105613,0.430196475800691,2989,122,3.45480253719492e-05,0.000241018472861113,"cat,facility",0.000141267474844606
"Coprobacillus_cateniformis_SGB_6771","species","human",0.64971251805271,0.153219464678994,2989,41,3.47915924566809e-05,0.000242131348115568,"cat,facility",0.000142099148405636
"Schaalia_sp_ORNL0103_SGB_17163","species","human",0.452187032469512,0.100679906788054,2989,26,3.58781871219528e-05,0.000248096085728928,"dog,facility",0.000146368105940423
"Firmicutes_SGB_15353","species","human",0.69207514565455,0.16030187973973,2989,23,3.61303847597267e-05,0.000249109494922326,"dog,facility",0.000147227155409163
"Lawsonibacter_hominis_SGB_15131","species","human",1.12488475592514,0.148384639984881,2989,71,3.66796003990298e-05,0.000252527000703394,"dog,facility",0.000149293149150021
"Elusimicrobiaceae_SGB_19692","species","human",0.428557310095018,0.0991715478977209,2989,22,3.67957784429256e-05,0.000255189545789466,"cat,facility",0.000149593871669687
"Alistipes_finegoldii_SGB_2301","species","human",4.49099093939102,0.916673669246445,2989,181,3.88426977903677e-05,0.000268595546597323,"cat,facility",0.000157734353713583
"Lachnospiraceae_SGB_5239","species","cat",0.883474334109106,0.212826687732186,2989,74,3.94934771838875e-05,0.000271108061716468,"dog,facility",0.000160193152292901
"Collinsella_SGB63083_SGB_63083","species","human",-4.80988720199228,0.950042847360104,2989,207,4.30334549036015e-05,0.000296271201934868,"cat,facility",0.000174352038939334
"Firmicutes_SGB_49168","species","human",1.53117823467603,0.363986178933831,2989,58,4.50154849969136e-05,0.000309014595699337,"cat,facility",0.000182173650382246
"Dorea_longicatena_SGB_4582","species","human",5.30451294875258,0.936163517596137,2989,262,4.56139319116566e-05,0.000311761308544018,"dog,facility",0.000184384545338891
"Lachnospiraceae_bacterium_SGB_4953","species","human",2.26114197642531,0.445447798431704,2989,70,4.75326869933811e-05,0.000323936635636973,"dog,facility",0.000191921362894508
"Roseburia_sp_AM23_20_SGB_4950","species","human",3.10290931934348,0.761419263535213,2989,83,4.78589291086393e-05,0.000325689335752298,"dog,facility",0.000193018280795048
"Firmicutes_SGB_14190","species","human",0.893942002898413,0.217348793817476,2989,24,4.85816516907094e-05,0.000331564499816766,"cat,facility",0.000195709911195944
"Lawsonibacter_SGB15145_SGB_15145","species","human",1.72867975758426,0.225105455717172,2989,114,4.89362801617914e-05,0.00033254106230981,"dog,facility",0.000196914246794376
"Erysipelotrichaceae_SGB_65949","species","cat",-0.833191295373462,0.205598023674707,2989,62,5.3142472024202e-05,0.000359569437684557,"dog,facility",0.000213596504033639
"Desulfovibrionaceae_SGB_15459","species","human",0.899794284408626,0.189512109396835,2989,37,5.5312149153581e-05,0.000375326755983148,"cat,facility",0.000221887148350917
"Kineothrix_SGB4886_SGB_4886","species","human",1.37636907746205,0.334620447363856,2989,63,5.53306375022644e-05,0.00037383851928464,"dog,facility",0.000221887148350917
"Phocaeicola_dorei_SGB_1815","species","human",4.191131820942,0.8295274655388,2989,186,5.58042428949241e-05,0.000376499012149445,"dog,facility",0.00022353296389507
"Firmicutes_SGB_63327","species","human",2.12701340015447,0.517008469561257,2989,99,5.64500299436718e-05,0.000382497616687293,"cat,facility",0.000225863977274623
"Ruminococcus_SGB4421_SGB_4421","species","human",1.24420509142239,0.237931886521222,2989,62,5.69523224779411e-05,0.000383148577469287,"dog,facility",0.0002276162311915
"Firmicutes_SGB_15395","species","human",0.625833277091704,0.143271630809843,2989,36,5.74138977267166e-05,0.000385154966826736,"dog,facility",0.000229201982234082
"Ruminococcus_sp_AF41_9_SGB_25497","species","human",0.335446658880524,0.0768483453895906,2989,24,5.86533854046023e-05,0.000395721553030192,"cat,facility",0.000233886160288702
"Eubacteriaceae_SGB_4327","species","human",2.87577549826512,0.712671714494402,2989,91,6.06635137381161e-05,0.000408698758269937,"cat,facility",0.000241629333436618
"Firmicutes_SGB_14255","species","human",0.820080075025292,0.194107503543543,2989,32,6.09956615638784e-05,0.000410350270949002,"cat,facility",0.000242679026942
"Helicobacter_SGB28474_SGB_28474","species","human",-0.854925719173788,0.213015253594058,2989,75,6.16050397857311e-05,0.000413424506317056,"cat,facility",0.000244615223021721
"Oscillospiraceae_SGB_15267","species","human",0.528683940377299,0.128333802266567,2989,33,6.16206287001281e-05,0.000412251684915447,"dog,facility",0.000244615223021721
"Blautia_wexlerae_SGB_4837","species","cat",2.81696994642026,0.700736468545205,2989,1087,6.34851938012344e-05,0.000422875951930256,"dog,facility",0.000251639813252526
"Prevotella_stercorea_SGB_1680","species","human",1.92674250767345,0.452860043315849,2989,54,6.3532471935116e-05,0.000424389713379614,"cat,facility",0.000251639813252526
"Dorea_longicatena_SGB_4582","species","human",5.05783940872399,0.97975900155755,2989,262,6.52977481091097e-05,0.000435564611149309,"cat,facility",0.000258342432955169
"Firmicutes_SGB_14263","species","human",1.02255280839076,0.095120876033379,2989,53,6.81124403052277e-05,0.000451783781265055,"dog,facility",0.00026917731995485
"Coprococcus_SGB5116_SGB_5116","species","human",1.71807422275134,0.378577871337014,2989,42,6.82202592525426e-05,0.000453775377482357,"cat,facility",0.0002693025189467
"Lachnospiraceae_bacterium_SGB_4953","species","human",2.2503728136057,0.487339479324537,2989,70,7.01675437727622e-05,0.000466070614693446,"cat,facility",0.000276680716080557
"Staphylococcus_pseudintermedius_SGB_7827","species","human",-0.315080920785608,0.0792438951630225,2989,60,7.2688686310651e-05,0.000481460455956503,"dog,facility",0.000286302765568789
"Lachnospiraceae_SGB_71704","species","human",1.57903239770498,0.326658343058797,2989,61,7.55182011739348e-05,0.000498103268162625,"dog,facility",0.000297116660236048
"Lachnospiraceae_SGB_5077","species","human",4.34817820654183,0.880041575060735,2989,168,7.59299458761429e-05,0.000501520482845784,"cat,facility",0.000298404687293242
"Zhenpiania_hominis_SGB_14854","species","human",0.461037984705849,0.113685380390872,2989,29,7.70020288197719e-05,0.000507180960773805,"dog,facility",0.000302282104256974
"Treponema_succinifaciens_SGB_3546","species","cat",0.334857586803789,0.0825445938179273,2989,32,7.7737006294519e-05,0.000511307840564786,"dog,facility",0.000304829036877731
"Butyricimonas_virosa_SGB_1784","species","human",1.53046334232669,0.286531982894906,2989,76,8.22128130604367e-05,0.000539242873981946,"dog,facility",0.000322022945509152
"Alistipes_shahii_SGB_2295","species","human",4.9846426857781,1.02333210125557,2989,303,8.24686079374826e-05,0.000540169381990511,"dog,facility",0.000322667551189022
"Lawsonibacter_SGB15145_SGB_15145","species","human",1.46197830154351,0.274765314046878,2989,114,8.86454318790762e-05,0.000579822270099477,"cat,facility",0.000346451814979329
"Oscillospiraceae_SGB_15290","species","human",3.72848020443898,0.289335916447361,2989,88,8.90973341128282e-05,0.000581166013383261,"cat,facility",0.0003478336321822
"Firmicutes_SGB_6371","species","human",0.89565919922087,0.218999018362966,2989,36,9.03847060283567e-05,0.000588748996726147,"cat,facility",0.000352470457797462
"Firmicutes_SGB_6513","species","human",1.42774048848953,0.336063635292893,2989,31,9.43012168863285e-05,0.000612568235311192,"cat,facility",0.000367338550800599
"Lachnospiraceae_SGB_5077","species","human",4.2702839478183,0.812399251022722,2989,168,9.50755327059011e-05,0.000617598088486267,"dog,facility",0.000369947369835833
"Eggerthellaceae_SGB_14341","species","human",1.3768904178369,0.342480215296957,2989,82,9.59523305816946e-05,0.000622436301269975,"cat,facility",0.000372948783810389
"Blautia_argi_SGB_4797","species","cat",2.83045107098474,0.720948032456423,2989,875,9.91075343573879e-05,0.000642020785754727,"dog,facility",0.000384789625710297
"Phocaeicola_dorei_SGB_1815","species","human",4.14962827496476,0.92859912835111,2989,186,0.00010078959918713,0.000650237687779076,"cat,facility",0.000390891241584297
"Firmicutes_SGB_5063","species","human",0.811385673341928,0.166176130261773,2989,35,0.000102495207111539,0.000660336940578234,"cat,facility",0.000397070698306148
"Turicibacter_sp_1E2_SGB_39153","species","human",9.90998952495422,1.97589890513701,2989,1057,0.000103264939797817,0.00066348427259742,"cat,facility",0.000399614980377329
"Firmicutes_SGB_14247","species","human",1.31245372102416,0.333140861103497,2989,53,0.000112043210810361,0.000715983444690597,"cat,facility",0.000433111296870215
"Firmicutes_SGB_6321","species","cat",1.03611200760802,0.26748186467745,2989,186,0.000115498013473822,0.000739061915254473,"dog,facility",0.000445978683031559
"Coprococcus_catus_SGB_4670","species","human",5.1539701445047,0.798064016820706,2989,196,0.000116767284277716,0.000746171426360041,"dog,facility",0.000450388096499762
"Eubacteriaceae_SGB_5054","species","human",1.1629640903044,0.247766653077323,2989,54,0.000123139406852977,0.000784764111781946,"dog,facility",0.00047444889111
"Lachnospiraceae_SGB_5076","species","human",0.810357350066498,0.206037909238327,2989,46,0.000123376500214339,0.000780998087262851,"cat,facility",0.000474845137386417
"Firmicutes_SGB_14215","species","human",0.826229576575616,0.213432477477716,2989,37,0.000138155728026993,0.000872212066098122,"cat,facility",0.00053114870655595
"Holdemanella_biformis_SGB_6806","species","cat",1.02653062027594,0.268155286959943,2989,226,0.000138828095110388,0.000882362933343111,"dog,facility",0.000533154150277353
"Alistipes_shahii_SGB_2295","species","human",4.80505084958792,1.07371416262834,2989,303,0.000141689772255735,0.000890945287944064,"cat,facility",0.000543553931093855
"Firmicutes_SGB_14247","species","human",1.13406696586234,0.256442540349128,2989,53,0.000143899730716905,0.000912138615673282,"dog,facility",0.000551433745986666
"Candidatus_Melainabacteria_SGB_8651","species","human",0.646842190649456,0.161075913807791,2989,25,0.000145008867335728,0.000909390715897994,"cat,facility",0.000555082644768907
"Lachnospiraceae_unclassified_SGB106020_SGB_106020","species","human",-3.7344797608054,0.800967462636905,2989,187,0.000145517767307241,0.000911370239868458,"cat,facility",0.00055642847888185
"Streptococcus_canis_SGB_8217","species","human",-0.261512310289718,0.0687603455177522,2989,47,0.000147453324056981,0.000932751126807976,"dog,facility",0.000563220742105337
"Clostridiaceae_bacterium_SGB_4770","species","human",2.4770350739131,0.621377188158679,2989,110,0.00015098788450561,0.00094312432228935,"cat,facility",0.000576099403987425
"Firmicutes_SGB_15244","species","human",3.63731100950487,0.755846027005004,2989,104,0.000151519933872152,0.000945195777964374,"cat,facility",0.000577506472096769
"Firmicutes_SGB_4153","species","human",0.686281386765924,0.177032847072515,2989,25,0.000152294508281398,0.000948772656611721,"cat,facility",0.000579833881368466
