"feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"Erysipelotrichaceae_SGB_106318","species","human",-2.57155882914684,1.23184286297095,2989,94,0.0489861524598271,0.16110090306872,"cat,facility",0.112949166395312
"Firmicutes_SGB_105707","species","human",3.42872691279479,1.6165910230944,2989,437,0.0490773885922794,0.161249787226932,"cat,facility",0.113063815653259
"Haemophilus_sputorum_SGB_9631","species","human",0.532657892407675,0.25477359982713,2989,24,0.0490998079851301,0.161249787226932,"cat,facility",0.113063815653259
"Oscillospiraceae_SGB_72905","species","human",-9.82159243962979,4.65858347148562,2989,1071,0.0492290457501698,0.16909262910255,"dog,facility",0.113287660909792
"Firmicutes_SGB_105985","species","cat",-0.643362174396178,0.325182250488931,2989,237,0.0493796295239056,0.169363151152537,"dog,facility",0.11356030534854
"Clostridiaceae_SGB_4643","species","human",1.00209404718623,0.47478995621285,2989,38,0.0495243715962081,0.169612880499432,"dog,facility",0.113819169808829
"Parasutterella_excrementihominis_SGB_9262","species","human",2.47005792909754,1.18388085981531,2989,250,0.0498294058495938,0.16296496392974,"cat,facility",0.114371582407536
"Romboutsia_hominis_SGB_24890","species","human",-1.90092856838501,0.892260002554626,2989,76,0.049816563294106,0.16296496392974,"cat,facility",0.114371582407536
"Senegalimassilia_SGB14826_SGB_14826","species","human",0.449565424421906,0.209349771914293,2989,50,0.0503549731261136,0.172040698605539,"dog,facility",0.115502944193945
"Lachnospiraceae_SGB_71759","species","human",1.51093519744834,0.715583723453194,2989,72,0.0512096907028635,0.166670049244102,"cat,facility",0.117387346737543
"Lachnospiraceae_SGB_4905","species","human",3.13878303850292,0.884199011973628,2989,39,0.0512871507291194,0.166807036440363,"cat,facility",0.117412719824528
"Ruthenibacterium_lactatiformans_SGB_15271","species","human",3.83758776141907,1.85197429687428,2989,425,0.0512634836241403,0.174428996227594,"dog,facility",0.117412719824528
"Paeniclostridium_sordellii_SGB_6146","species","human",-1.29475843721816,0.614935584530756,2989,27,0.0516117624960955,0.175487434701937,"dog,facility",0.118079433343266
"Firmicutes_SGB_3988","species","cat",0.242343854771185,0.123890402773293,2989,97,0.0516674086042307,0.175550071309476,"dog,facility",0.118130332406699
"Lachnospiraceae_SGB_66068","species","human",-7.97456444174031,3.76299473965468,2989,1050,0.0518305580787487,0.175977618358084,"dog,facility",0.118426798400862
"Oscillospiraceae_SGB_15121","species","human",1.39018538618741,0.711334341222446,2989,34,0.0518952518280325,0.168552346846419,"cat,facility",0.118498066956586
"Helicobacter_winghamensis_SGB_19399","species","cat",-0.441112117546013,0.226194496820354,2989,86,0.0519691545503616,0.176321246661515,"dog,facility",0.118590257835244
"Firmicutes_SGB_4030","species","human",0.353133224334854,0.17502435921031,2989,29,0.0520188832305184,0.176363086495417,"dog,facility",0.118627201796482
"Clostridium_fessum_SGB_4705","species","human",4.97466109907012,2.41417367594946,2989,325,0.0522227635315463,0.176800109701918,"dog,facility",0.118938773091487
"Prevotellaceae_SGB_1586","species","cat",-0.445128626172549,0.229108732112617,2989,183,0.0522205066380541,0.176800109701918,"dog,facility",0.118938773091487
"Clostridium_baratii_SGB_6194","species","human",-1.72390187860265,0.823062429878357,2989,61,0.0525308091215761,0.17012630596403,"cat,facility",0.119563366707217
"Streptococcus_infantarius_SGB_8022","species","human",7.64753260128317,3.70677501763593,2989,85,0.052596300698803,0.17012630596403,"cat,facility",0.119635444097535
"Gordonibacter_pamelaeae_SGB_14807","species","human",0.475574677726587,0.236314464141927,2989,48,0.0526906035585328,0.170301565537362,"cat,facility",0.119772920813966
"Clostridiaceae_unclassified_SGB4771_SGB_4771","species","human",1.05937359655363,0.458521711973195,2989,71,0.0528914136603928,0.178679016348433,"dog,facility",0.120092989176438
"Eubacterium_sulci_SGB_3934","species","human",1.80342967190977,0.862087619202855,2989,72,0.05289931499488,0.17075507838183,"cat,facility",0.120092989176438
"Firmicutes_SGB_53514","species","cat",0.260731214957687,0.134789772453159,2989,131,0.0532898026228155,0.179767317002287,"dog,facility",0.12090188061379
"Phocaeicola_faecicola_SGB_1887","species","human",-2.70523634579645,1.30627409089163,2989,54,0.053535777805771,0.172573293323319,"cat,facility",0.1213820808327
"Helicobacter_canis_SGB_21969","species","human",-2.34686628680253,1.15681488816922,2989,280,0.0539094638911263,0.17330766550418,"cat,facility",0.122142812433079
"Oscillibacter_valericigenes_SGB_15124","species","human",2.36273851895906,1.15210151560072,2989,209,0.0539403655698245,0.181572279819623,"dog,facility",0.122142812433079
"Bacteroides_uniformis_SGB_1836","species","cat",1.31749663754758,0.682852896971846,2989,792,0.0541261937257598,0.181808496873706,"dog,facility",0.122485186953303
"Streptococcus_infantarius_SGB_8022","species","human",7.58265835625046,3.70036540361342,2989,85,0.0541650942019962,0.181809668510046,"dog,facility",0.122494845391599
"Firmicutes_SGB_14899","species","human",0.921356583689435,0.45367532657983,2989,97,0.0551465101541898,0.176678628999429,"cat,facility",0.124634636687137
"Romboutsia_hominis_SGB_24890","species","human",-1.82751445645999,0.873479716009585,2989,76,0.0552388675954382,0.185245288677795,"dog,facility",0.124763649224179
"Ruthenibacterium_lactatiformans_SGB_15271","species","human",3.78246471953859,1.8633854437074,2989,425,0.0553997506183755,0.177008959292858,"cat,facility",0.125047171625523
"Firmicutes_SGB_6517","species","human",0.760846404746968,0.394605197735893,2989,23,0.0557641747487038,0.177932238237407,"cat,facility",0.125789468167197
"Fusobacteriaceae_SGB_6032","species","human",-0.173483937961892,0.0732101205377091,2989,26,0.0558444033562922,0.186781706544875,"dog,facility",0.125890155940858
"Fusobacteriaceae_SGB_6025","species","human",-3.01113268662521,1.48031575370979,2989,312,0.0568216645726855,0.180573430003224,"cat,facility",0.128011609932222
"Phocaeicola_faecicola_SGB_1887","species","human",-2.6553960200621,1.30191967869131,2989,54,0.0571004552799067,0.19003934163729,"dog,facility",0.128557804153425
"Erysipelotrichaceae_SGB_44483","species","human",4.13064833298813,2.02511095078479,2989,682,0.0571754571027618,0.181453200334202,"cat,facility",0.128644778481214
"Helicobacter_canis_SGB_19391","species","human",-3.13908474672925,1.5009279384616,2989,290,0.0577733385119092,0.191960944569667,"dog,facility",0.129907373373568
"Coprococcus_comes_SGB_4577","species","human",3.91544526343953,1.94538623826375,2989,382,0.0580503465744475,0.192545237854323,"dog,facility",0.130380632489927
"Lachnospiraceae_unclassified_SGB65957_SGB_65957","species","human",-4.52265806766906,2.20272008898851,2989,674,0.0580575335514942,0.192545237854323,"dog,facility",0.130380632489927
"Clostridium_culturomicium_SGB_6231","species","human",-1.294509714178,0.621406605649836,2989,32,0.0589105213123402,0.186332675056335,"cat,facility",0.132212255001109
"Clostridiaceae_bacterium_Marseille_Q3526_SGB_4703","species","human",-6.68019920874765,3.31068873617192,2989,1986,0.0590295042590229,0.186458902937409,"cat,facility",0.13239528000264
"Coprococcus_catus_SGB_4670","species","human",5.13203851690073,0.828017751678807,2989,196,0.0593587770657274,0.18737348905085,"cat,facility",0.133049426160632
"Clostridiales_bacterium_SGB_15159","species","human",1.29598134691892,0.658562859437654,2989,222,0.0603723610030512,0.189937327878845,"cat,facility",0.135235618029001
"Clostridium_SGB65129_SGB_65129","species","human",-0.486305538062351,0.246148419481077,2989,110,0.0608152007988154,0.190821348614247,"cat,facility",0.136141370395829
"Peptacetobacter_SGB6132_SGB_6132","species","human",-7.89067563503854,3.95118436802172,2989,1189,0.0611421263609709,0.201640746796041,"dog,facility",0.136786654610218
"Flavonifractor_plautii_SGB_15132","species","cat",1.19235858098863,0.638360136979172,2989,723,0.0621152391461906,0.203994058365902,"dog,facility",0.138875853893853
"Oscillospiraceae_SGB_15042","species","human",1.5557839780761,0.737313535155286,2989,47,0.0622208939243762,0.19406993104984,"cat,facility",0.139024195711004
"Firmicutes_SGB_4882","species","human",3.14022371507706,1.58900411777448,2989,105,0.062654093487341,0.195034128637822,"cat,facility",0.139903742843892
"Eubacterium_sp_AF16_48_SGB_5042","species","human",1.02568047849748,0.511455140492942,2989,46,0.0631187568999524,0.196221527712706,"cat,facility",0.14076358332606
"Limosilactobacillus_reuteri_SGB_7095","species","human",2.81396506320673,1.30118297783136,2989,804,0.0630850081173401,0.196221527712706,"cat,facility",0.14076358332606
"Actinobacteria_SGB_14321","species","cat",0.230768488585382,0.123777279404912,2989,98,0.0635591204041339,0.20859068324697,"dog,facility",0.141656338292011
"Clostridium_fessum_SGB_4705","species","human",4.76071840701626,2.432275093357,2989,325,0.0636023077255118,0.197594521234199,"cat,facility",0.141663326464191
"Clostridiaceae_bacterium_Marseille_Q3526_SGB_4703","species","cat",-1.08350403607258,0.584169487549892,2989,1986,0.0639429985589855,0.209592520269384,"dog,facility",0.142332527314746
"Firmicutes_SGB_4342","species","cat",-0.153297532047087,0.0825311570715771,2989,29,0.064507028018348,0.210675307572389,"dog,facility",0.143497709497419
"Lactobacillus_acidophilus_SGB_7044","species","human",6.47972918306837,3.2175819140439,2989,896,0.0646613237260179,0.20009370255374,"cat,facility",0.143750535524152
"Clostridiaceae_bacterium_SGB_6153","species","human",-2.66126685444174,1.33289355826732,2989,795,0.064817405980447,0.211396187139549,"dog,facility",0.144007013161332
"Alistipes_communis_SGB_2290","species","human",2.58010605726055,1.31733711611088,2989,232,0.0649635903890102,0.211726532325205,"dog,facility",0.144241192219667
"Desulfovibrionaceae_SGB_15447","species","cat",0.201258407507855,0.108468426554698,2989,60,0.0652815899781218,0.212469274214508,"dog,facility",0.144856326068141
"Turicibacter_sanguinis_SGB_6846","species","human",2.58669739826125,1.28389785660655,2989,347,0.0654260486265969,0.201930134373711,"cat,facility",0.145085852032773
"Clostridiales_bacterium_SGB_15159","species","human",1.11844347518983,0.563314644195791,2989,222,0.0655588797600955,0.213077654685466,"dog,facility",0.145289321874347
"Veillonella_tobetsuensis_SGB_6935","species","human",1.68965091794219,0.623762755380313,2989,47,0.0657527525392134,0.213560592957941,"dog,facility",0.14562773057683
"Firmicutes_SGB_5060","species","cat",0.700126161300402,0.381018347648473,2989,875,0.0665125240018188,0.215434796148748,"dog,facility",0.147218271210534
"Oscillospiraceae_SGB_15108","species","human",0.443796131579086,0.151179269577065,2989,25,0.0669293192014322,0.216636011910744,"dog,facility",0.148048156357389
"Sutterella_wadsworthensis_SGB_9283","species","human",1.28799109520229,0.698938650408722,2989,105,0.0673954180069445,0.206924994349447,"cat,facility",0.148985995931602
"Veillonella_magna_SGB_6926","species","human",3.32221836017172,1.69570053609784,2989,300,0.067647354012028,0.207563384203464,"cat,facility",0.149449526009084
"Bacteroidaceae_SGB_65712","species","human",3.36390296591604,1.75620534225047,2989,470,0.0689498777576265,0.211147807470758,"cat,facility",0.152232033476108
"bacterium_210917_DFI_7_65_SGB_14999","species","human",1.6396723277141,0.855829060238891,2989,145,0.0692653782345678,0.211838861059807,"cat,facility",0.152833214482636
"Streptococcus_minor_SGB_29817","species","human",-0.869475935323681,0.412542502061235,2989,200,0.0695588717105155,0.212389823948318,"cat,facility",0.153385117980108
"Firmicutes_SGB_14905","species","cat",0.0644418362830521,0.0352796880771835,2989,34,0.0697278954035772,0.224768800220964,"dog,facility",0.153662034917416
"Turicibacter_SGB106351_SGB_106351","species","human",-1.3813058528223,0.697729683112397,2989,225,0.070531882056273,0.226622426746448,"dog,facility",0.155337027915964
"Bacteroidaceae_SGB_104904","species","human",6.53573865854135,3.41591429957828,2989,663,0.0707718852999598,0.215329168435232,"cat,facility",0.155671740240024
"Firmicutes_SGB_105432","species","cat",-0.252913183326662,0.139704976610826,2989,64,0.0707354079483112,0.226930737336215,"dog,facility",0.155671740240024
"Prevotellaceae_SGB_1670","species","cat",0.0472289337733925,0.025956665152525,2989,26,0.0715102843126954,0.229104959795293,"dog,facility",0.157198182482289
"Jutongia_huaianensis_SGB_4655","species","human",1.54675326806046,0.636495990506628,2989,38,0.071840749517568,0.218159030730748,"cat,facility",0.157826541020893
"Firmicutes_SGB_14933","species","cat",0.135934250380444,0.0752182577620418,2989,30,0.0719741378130663,0.230278177697707,"dog,facility",0.158021431064442
"Fusobacterium_perfoetens_SGB_47247","species","human",-6.16570926782777,3.2377518690169,2989,980,0.0724417863438148,0.231460341732677,"dog,facility",0.158949502666298
"Oscillibacter_valericigenes_SGB_15124","species","human",2.20586155354941,1.16874464944269,2989,209,0.073167028437554,0.221900775634408,"cat,facility",0.160441276865238
"Prevotellaceae_SGB_1472","species","human",1.47394274319132,0.418176623347177,2989,65,0.0736303857176004,0.234939715185523,"dog,facility",0.16135729509489
"Eubacteriaceae_SGB_4327","species","human",2.20453695233213,0.768558908002469,2989,91,0.0738886782315906,0.235598255192463,"dog,facility",0.161823068052716
"Firmicutes_SGB_13978","species","human",0.512406697864005,0.281863639780394,2989,24,0.0739366873801622,0.235598255192463,"dog,facility",0.161828009445318
"Bifidobacterium_animalis_SGB_17278","species","human",3.47653371791137,1.81550208536323,2989,751,0.0743729137261442,0.225413021293378,"cat,facility",0.162682124829544
"Coprococcus_sp_AF21_14LB_SGB_25437","species","human",-8.1826949238619,4.32585745518364,2989,1402,0.0751829900516827,0.238877109348999,"dog,facility",0.164352432517183
"Firmicutes_SGB_4154","species","human",1.14726709906994,0.53630310190435,2989,28,0.0752611768538466,0.227812394122426,"cat,facility",0.164421731026594
"Collinsella_SGB14744_SGB_14744","species","human",-6.21150737115419,3.23267021081189,2989,1247,0.0754107786573837,0.239325189870943,"dog,facility",0.164646866735288
"Intestinimonas_massiliensis_SGB_15127","species","human",0.92671854448382,0.521482968234877,2989,62,0.0755561061159104,0.239625148919054,"dog,facility",0.164862398107326
"Firmicutes_SGB_105301","species","human",-0.619471893375444,0.337689451460882,2989,115,0.0757024069453811,0.229000994967554,"cat,facility",0.164921317354966
"Firmicutes_SGB_14253","species","human",0.858635315547287,0.475039557950496,2989,68,0.0756476420097862,0.239754220240693,"dog,facility",0.164921317354966
"Phocaeicola_coprocola_SGB_1891","species","human",-7.20345495147085,3.81915572466322,2989,1644,0.0757229910614828,0.239831850803192,"dog,facility",0.164921317354966
"Firmicutes_SGB_6338","species","human",0.762361906059966,0.427647422603379,2989,26,0.0758537379978979,0.240084717045695,"dog,facility",0.165104413106809
"Erysipelotrichaceae_SGB_66627","species","human",-4.2356146684693,2.21639519439766,2989,494,0.0763021617396075,0.241342048802139,"dog,facility",0.165957335932003
"Firmicutes_SGB_4063","species","human",0.679588375475474,0.380755952084407,2989,49,0.0763394361213936,0.230727485652944,"cat,facility",0.165957335932003
"Streptococcus_thermophilus_SGB_8002","species","human",2.57347499249206,1.30219074612659,2989,156,0.0765197498689224,0.230934487903954,"cat,facility",0.166247146981805
"Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1_SGB_19882","species","human",1.3658214258291,0.4074553677369,2989,56,0.0765811365403198,0.230934487903954,"cat,facility",0.166278379338926
"Firmicutes_SGB_4191","species","human",1.88886374176887,1.06784484956711,2989,75,0.0769202172678407,0.231494070152733,"cat,facility",0.16691215243948
"Bacteroidota_SGB_2230","species","human",3.23322894593878,0.565420272433871,2989,73,0.0774694494428722,0.244705909961544,"dog,facility",0.16800088453675
"Streptococcus_rubneri_SGB_8056","species","cat",0.176340257765697,0.0994495567639853,2989,34,0.077623401598367,0.245028086973158,"dog,facility",0.168231600155284
"Mogibacterium_kristiansenii_SGB_3926","species","human",-2.30866914170898,1.25127422706282,2989,227,0.0783851662526821,0.235305183989592,"cat,facility",0.169778526047604
"Coriobacteriaceae_SGB_14351","species","cat",0.13462237501571,0.0762705268939118,2989,39,0.0787677484790693,0.248307955766905,"dog,facility",0.170502770116566
"Bacteroides_stercoris_SGB_1830","species","human",-5.69575590042508,3.08235561506477,2989,1198,0.078819837717904,0.23630918924198,"cat,facility",0.170511171870475
"Firmicutes_SGB_6609","species","human",0.921287402536152,0.524955097939209,2989,37,0.0792658483959777,0.249711249856667,"dog,facility",0.171371213799861
"Corynebacterium_canis_SGB_86814","species","human",-0.614501622542922,0.316490620970913,2989,154,0.0794201714768509,0.250030392980527,"dog,facility",0.171599967326586
"Klebsiella_variicola_SGB_10114","species","human",0.599841747673348,0.330509372979536,2989,43,0.0797877502518349,0.239059104312359,"cat,facility",0.172288933236105
"Limosilactobacillus_mucosae_SGB_7088","species","human",1.46071006011365,0.794170484742023,2989,133,0.0799670190491086,0.239444102752759,"cat,facility",0.172570681132823
"Firmicutes_SGB_106379","species","human",-1.98682885651983,1.06510826982254,2989,330,0.0801074344960605,0.252025791249781,"dog,facility",0.172768290129613
"Terrisporobacter_mayombei_SGB_6142","species","human",-1.21013157189366,0.653932383008639,2989,282,0.0803513107245012,0.252456216773316,"dog,facility",0.173188656936356
"Bacteroidota_SGB_2286","species","human",0.465693051591544,0.26344010130761,2989,27,0.080764292333501,0.253281830995784,"dog,facility",0.173845629560628
"Holdemanella_biformis_SGB_6816","species","human",-0.573594078963871,0.311651236736164,2989,38,0.0808035665811909,0.241488986056335,"cat,facility",0.173845629560628
"Oscillospiraceae_SGB_15081","species","human",1.81269363821969,1.02529255464645,2989,79,0.0807752064922943,0.253281830995784,"dog,facility",0.173845629560628
"Coprococcus_comes_SGB_4577","species","cat",0.529298537639325,0.303141697823357,2989,382,0.0810136311341232,0.253355626278863,"dog,facility",0.173874522646477
"Gemmiger_sp_An194_SGB_15283","species","human",-3.86741088174164,2.08577124338063,2989,511,0.0809977016374181,0.253355626278863,"dog,facility",0.173874522646477
"Helicobacter_bilis_SGB_19390","species","human",-3.86642885468911,2.09646656645702,2989,466,0.0809564475407919,0.253355626278863,"dog,facility",0.173874522646477
"Oscillospiraceae_SGB_14863","species","human",-0.793719769495392,0.432163928303527,2989,44,0.0808732505228107,0.241507630555021,"cat,facility",0.173874522646477
"Firmicutes_SGB_6458","species","cat",-0.136929823766176,0.0782533998097369,2989,28,0.0817316768328087,0.255104721137656,"dog,facility",0.175210560744999
"Oscillospiraceae_SGB_15102","species","human",0.34123321825538,0.192604401275517,2989,25,0.0817352064544102,0.255104721137656,"dog,facility",0.175210560744999
"Lachnospiraceae_SGB_4569","species","human",1.78747589477252,1.01766865821466,2989,47,0.0819188593795655,0.25533994767616,"dog,facility",0.175497883480026
"Porphyromonas_gulae_SGB_2056","species","human",-0.139003208158246,0.0801604162559589,2989,21,0.0830245494789105,0.246719455162282,"cat,facility",0.17775897790975
"Fusobacteriaceae_SGB_6032","species","human",-0.190006387761135,0.103015566247711,2989,26,0.0839449382921359,0.248657772740491,"cat,facility",0.179512241075746
"Lachnospiraceae_SGB_4860","species","human",-1.01591088621502,0.556140539438956,2989,34,0.0839333350821072,0.248657772740491,"cat,facility",0.179512241075746
"Prevotellaceae_SGB_1668","species","human",2.1849422814258,1.20680750444966,2989,86,0.0848560790811331,0.263797804183667,"dog,facility",0.181351028223545
"Lachnospiraceae_SGB_4589","species","human",-2.82531238765934,1.53101825048245,2989,332,0.0853717949710939,0.264888449055988,"dog,facility",0.182343018606739
"Oscillospiraceae_SGB_15041","species","human",1.47061856277972,0.476338661623265,2989,51,0.08562107739398,0.265127380820755,"dog,facility",0.182765087955647
"Firmicutes_SGB_6353","species","human",-3.0262602030091,1.65959005692229,2989,498,0.0859086048095227,0.265668839528989,"dog,facility",0.182937227700952
"Helicobacter_bilis_SGB_19390","species","human",-3.85402603540983,2.13413528327535,2989,466,0.0857981573282391,0.253206576946168,"cat,facility",0.182937227700952
"Lactobacillaceae_SGB_7083","species","human",2.685576591585,1.46718239818399,2989,96,0.0858280726744484,0.265593957173687,"dog,facility",0.182937227700952
"Turicibacter_SGB106351_SGB_106351","species","human",-1.40728738764368,0.772210608826302,2989,225,0.0858629720318125,0.253239384679192,"cat,facility",0.182937227700952
"Firmicutes_SGB_105302","species","human",-3.74095002888881,2.05537556490206,2989,860,0.0863943804174054,0.266821151308765,"dog,facility",0.183860964823323
"Firmicutes_SGB_4159","species","human",0.774425905808761,0.427332683582678,2989,29,0.0866924033378458,0.267181642132629,"dog,facility",0.184273455893005
"Lachnospiraceae_unclassified_SGB4550_SGB_4550","species","cat",-1.14109294119869,0.663276154809495,2989,1008,0.0866422088950744,0.267181642132629,"dog,facility",0.184273455893005
"Slackia_SGB14778_SGB_14778","species","human",-2.96385422553923,1.60454484041454,2989,789,0.0881070363837762,0.270868828934738,"dog,facility",0.187167920534184
"Oscillospiraceae_SGB_63183","species","cat",0.470279278915474,0.275933028220261,2989,170,0.0885721141936436,0.272121231620341,"dog,facility",0.18804295792492
"Elusimicrobiaceae_SGB_19694","species","human",1.71042766686881,0.929475611750324,2989,41,0.0887444469428873,0.272473184754334,"dog,facility",0.188295806140967
"Firmicutes_SGB_14022","species","human",0.593091347412172,0.34442804187678,2989,25,0.0892899084303866,0.262198759749504,"cat,facility",0.189339572013356
"Erysipelotrichaceae_SGB_65946","species","human",7.14593311441934,3.97340846813956,2989,811,0.0897589977942996,0.263084794032266,"cat,facility",0.19022023678756
"Sutterella_wadsworthensis_SGB_9286","species","human",-6.4574959088068,3.60386925022184,2989,1526,0.0901363294329323,0.276207231712611,"dog,facility",0.190905507307953
"Clostridium_SGB65129_SGB_65129","species","cat",-0.279686224247273,0.163823496434973,2989,110,0.0904546387841234,0.27700264708177,"dog,facility",0.191465025361726
"Lachnospiraceae_SGB_4860","species","human",-0.981522033142751,0.548053174016616,2989,34,0.0907526418284636,0.277554772284717,"dog,facility",0.191980917552198
"Anaerosacchariphilus_sp_NSJ_68_SGB_4772","species","human",3.66229043645586,1.86883155498779,2989,73,0.0910266708209132,0.2658091514498,"cat,facility",0.192445507886175
"Canibacter_oris_SGB_33649","species","human",-0.335241898176675,0.173805515905997,2989,115,0.0915993269147924,0.279419421558966,"dog,facility",0.193540513319965
"Alistipes_onderdonkii_SGB_2303","species","human",5.1806065948811,0.654949687387741,2989,188,0.0921413147322208,0.280709586742347,"dog,facility",0.194569450870367
"Bacteroidota_SGB_48227","species","human",4.2037396339821,2.33063482738096,2989,479,0.092473193371789,0.269366016023074,"cat,facility",0.195153749973758
"Acidaminococcaceae_SGB_5751","species","cat",-0.585464385530653,0.346543641047368,2989,190,0.0935191511837435,0.284356103792737,"dog,facility",0.197223863124854
"Bacteroides_uniformis_SGB_1836","species","human",4.04263110483291,2.29784445375834,2989,792,0.0935656325483475,0.272211920479955,"cat,facility",0.197223863124854
"Clostridium_sp_NSJ_6_SGB_29097","species","human",-2.27903395491521,1.24653836745916,2989,160,0.0938345781747316,0.272657960980921,"cat,facility",0.19767296188447
"Lachnospiraceae_SGB_5086","species","human",-4.24252440525918,2.38409335955133,2989,778,0.0947178884173104,0.287444320229171,"dog,facility",0.19941498293573
"Acidaminococcaceae_SGB_5751","species","human",-0.813213139689198,0.453876364167367,2989,190,0.0947786085573285,0.287444320229171,"dog,facility",0.199424115685468
"Firmicutes_SGB_5062","species","human",2.4589179431122,0.241417258131621,2989,78,0.0949798056313203,0.287684497981571,"dog,facility",0.19972864002258
"Lachnospiraceae_SGB_106016","species","human",-4.54048029402644,2.55953119056664,2989,867,0.0952369966383707,0.288041373103505,"dog,facility",0.200150479566201
"Eubacterium_tenue_SGB_6145","species","human",-2.41448995529631,1.33811056091981,2989,100,0.0955077693032619,0.288542370297363,"dog,facility",0.200600344433276
"Gemmiger_SGB15295_SGB_15295","species","human",3.55761745016234,2.03841299644253,2989,234,0.0956827478463061,0.288835606971397,"dog,facility",0.200822977622906
"Parolsenella_massiliensis_SGB_14380","species","cat",0.189099216423736,0.113052172681633,2989,67,0.0957273226667289,0.288835606971397,"dog,facility",0.200822977622906
"Dorea_phocaeensis_SGB_4572","species","human",-3.70185095093016,2.10604181018127,2989,1036,0.0964323196143129,0.279261944126252,"cat,facility",0.202182047703512
"Prevotellaceae_SGB_1668","species","human",2.11059882016989,1.21629416784355,2989,86,0.0971773273602978,0.280641932535924,"cat,facility",0.203623345304131
"Lachnospiraceae_SGB_4573","species","human",0.382483643539214,0.210672698651703,2989,24,0.0982213622488038,0.295227498002141,"dog,facility",0.205689140481953
"Propionibacterium_freudenreichii_SGB_15904","species","human",-0.140004286244855,0.0846666559773675,2989,26,0.0983689938040645,0.283389233219284,"cat,facility",0.205876408926021
"Anaerotruncus_massiliensis_SGB_14965","species","human",1.22201064460195,0.575561576532319,2989,47,0.098627970255575,0.283961848428139,"cat,facility",0.206296351740963
"Firmicutes_SGB_14114","species","human",0.936083322589369,0.562425095347446,2989,32,0.0990010020128378,0.297192059511485,"dog,facility",0.206954222292794
"Coprococcus_comes_SGB_4577","species","human",3.38614881716008,1.95881779829591,2989,382,0.0990996354403672,0.285145747856481,"cat,facility",0.207038045217117
"Schaalia_canis_SGB_33774","species","human",-1.12912009421657,0.640194958358327,2989,327,0.0992636427996707,0.297601614394944,"dog,facility",0.207258267167907
"Acidaminococcaceae_SGB_5750","species","human",4.82650994427953,2.79402898077759,2989,732,0.10019015578041,0.287383274421844,"cat,facility",0.208994953618172
"Turicibacter_sp_1E2_SGB_39153","species","human",-3.39235157269943,1.94442738678097,2989,1057,0.10021358250959,0.299775196319961,"dog,facility",0.208994953618172
"Streptococcus_thermophilus_SGB_8002","species","human",2.33025967777393,1.27322611691897,2989,156,0.100391411540615,0.300029085440772,"dog,facility",0.209242441142696
"Lactobacillus_acidophilus_SGB_7044","species","human",-5.62156430298757,3.17800551499089,2989,896,0.101027877662105,0.301549032312967,"dog,facility",0.210444996048802
"Lawsonibacter_SGB15145_SGB_15145","species","cat",0.266701462710156,0.160890880586188,2989,114,0.101200678604141,0.301873750978576,"dog,facility",0.210680871231811
"Anaerostipes_hadrus_SGB_4540","species","human",3.33731056824148,1.94410423319368,2989,539,0.101434356300126,0.290269674946234,"cat,facility",0.21071319963187
"Collinsella_sp_BA40_SGB_86217","species","human",-4.79739600130691,2.75835889327357,2989,879,0.101454503526456,0.302057726408314,"dog,facility",0.21071319963187
"Hydrogenoanaerobacterium_SGB53821_SGB_53821","species","human",-6.75196850451671,3.90338695202541,2989,1499,0.101395463567071,0.302057726408314,"dog,facility",0.21071319963187
"Lachnospiraceae_SGB_71759","species","human",2.52960431983404,1.5267856217026,2989,72,0.101291954711004,0.301955030604991,"dog,facility",0.21071319963187
"Erysipelotrichaceae_SGB_42251","species","human",5.03966730482955,2.90163687213567,2989,737,0.101660140893713,0.290739372016223,"cat,facility",0.211016384002971
"Streptococcus_lutetiensis_SGB_8021","species","human",3.9931802100401,2.30631727334948,2989,1084,0.101723454826923,0.290744129068951,"cat,facility",0.211023964646819
"Firmicutes_SGB_4367","species","cat",-0.266580096798648,0.162385559803897,2989,91,0.101980323642983,0.303431675899247,"dog,facility",0.211432828092163
"Firmicutes_SGB_105432","species","human",-1.03846033857263,0.576467146323893,2989,64,0.102091436411565,0.30357075291106,"dog,facility",0.21153919776667
"Eubacterium_tenue_SGB_6145","species","human",-2.35692325322204,1.34420766475251,2989,100,0.103738520821631,0.295786495885618,"cat,facility",0.214826199148776
"Tenericutes_SGB_6584","species","human",2.06286961984801,0.859361293315202,2989,59,0.103974366072094,0.30878029621914,"dog,facility",0.21518860900936
"Firmicutes_SGB_105987","species","human",-3.11352769942147,1.78786557846005,2989,694,0.104234615384735,0.309163802612836,"dog,facility",0.215601072874741
"Lachnospiraceae_bacterium_CLA_AA_H215_SGB_4777","species","human",1.0766116263631,0.288205628874175,2989,46,0.104333148761759,0.309261552206445,"dog,facility",0.215678753460165
"Oscillospiraceae_SGB_14842","species","human",-3.17158310581497,1.87021430201176,2989,292,0.105086926726486,0.298683805055679,"cat,facility",0.217110081677325
"Butyricimonas_paravirosa_SGB_1785","species","human",1.88630152527099,1.08454490519468,2989,40,0.106055586769906,0.300214974313852,"cat,facility",0.218983426973238
"Bacteroides_intestinalis_SGB_1846","species","human",0.87306914186543,0.534924637494096,2989,44,0.106551524584982,0.314650588567798,"dog,facility",0.219879079613233
